code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,,5.5186,26.1506,7.3941,-14.1732,26.1506
000002,万科A,47.0608,18.3635,18.5002,32.4349,20.4509,12.9067
000004,国农科技,144.7474,175.3798,4.0893,6.4063,518.3746,16.3067
000005,世纪星源,665.9935,,111.7718,88.5267,-481.8182,100.4255
000006,深振业A,-50.3046,-58.354,2.5213,12.6804,-58.6543,2.1859
000007,全新好,-68.4393,,21.5138,-1.2666,71.7391,1.5963
000008,神州高铁,32.0033,113.4293,107.983,113.3064,-8.25,106.1231
000009,中国宝安,33.7815,-56.3419,12.4141,17.0183,-77.0492,1.532
000010,美丽生态,29.24,961.468,298.6176,145.9244,470.2128,300.0285
000011,深物业A,-16.7175,-115.504,3.0696,65.8857,-115.5327,3.0709
000012,南玻A,21.2941,75.7319,6.8522,11.1132,78.9474,3.281
000014,沙河股份,-23.4764,,3.9566,1.3754,1673.4694,4.3798
000016,深康佳A,5.58,,-17.1273,-8.1589,-94.8008,-15.0393
000017,深中华A,-13.9086,267.5418,14.0778,-6.8279,280.0,11.2861
000018,神州长城,10.8681,24.5936,92.1608,70.5107,-87.5175,87.0145
000019,深深宝A,-9.2761,,-5.8992,-4.8178,123.4432,-5.6703
000020,深华发A,17.3359,-77.447,4.9358,-48.1334,-77.4788,4.9358
000021,深科技,-5.7301,114.8789,6.0588,-30.3441,116.2474,5.6083
000022,深赤湾A,1.995,3.0348,6.1165,-1.8015,2.3148,6.4953
000023,深天地A,8.0154,-52.8579,1.2945,-1.5577,-69.3878,0.4268
000025,特力A,3.856,44.314,5.9543,3.1779,28.1977,5.9577
000026,飞亚达A,-9.4715,0.9061,39.081,3.5924,-9.0273,39.1793
000027,深圳能源,-0.5926,-22.309,3.7894,30.5297,-15.7724,2.7654
000028,国药一致,8.8498,25.2629,15.2634,4.6378,25.9002,15.2153
000029,深深房A,8.4727,1.2162,14.3126,-9.5536,1.2105,13.4812
000030,富奥股份,31.7531,37.6635,12.3856,17.0269,42.8571,10.335
000031,中粮地产,54.9427,-9.0495,-0.5424,17.6818,-86.6667,-6.7298
000032,深桑达A,107.8034,,53.4963,50.8882,-1452.0,63.1386
000033,新都退,53.7673,,,-20.0088,-125.8621,-107.6467
000033,*ST新都,53.7673,,,-20.0088,-125.8621,-107.6467
