code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.36,-18.18,5.5,6.02,0.87,112207.7,11.74,,04-24
000002,万科A,0.07,-33.33,2.97,,0.34,76876.4,7.05,,04-27
000004,国农科技,-0.01,-17.21,0.72,,0.03,-84.48,-17.36,,04-30
000005,世纪星源,0.0,100.0,0.83,,-0.01,380.2,68.13,,04-28
000006,深振业A,0.12,-86.81,3.48,,-0.24,6186.86,-73.09,,04-25
000007,全新好,-0.05,3.49,-0.51,,-0.02,-987.04,3.5,,04-29
000008,神州高铁,-0.0,-148.57,1.0,,-0.02,-12.76,-149.53,,04-18
000009,中国宝安,0.06,-31.52,1.91,,0.4,6527.28,-26.02,,04-25
000010,美丽生态,0.02,,0.28,,0.02,298.84,3855.75,,04-17
000011,深物业A,0.03,-466.67,1.09,,0.33,1847.78,-467.26,,04-29
000012,南玻A,0.05,-70.59,3.74,,0.2,6180.54,-68.68,,04-22
000014,沙河股份,-0.02,-81.03,1.92,,-0.09,-351.96,-71.45,,04-25
000016,深康佳A,0.03,-57.8,3.17,,0.67,4023.12,-14.52,,04-30
000017,深中华A,-0.06,-892.31,-3.8,,0.01,-2965.18,-888.59,,04-25
000018,神州长城,-0.01,-0.0,0.76,,,-181.47,37.11,,04-23
000019,深深宝A,-0.04,-1396.67,1.79,,0.04,-708.1,-1315.34,,04-22
000020,深华发A,0.01,45.1,0.88,,-0.02,210.28,44.66,,04-27
000021,深科技,0.05,-42.77,3.98,,0.04,4034.28,-42.84,,04-30
000022,深赤湾A,0.15,-43.58,4.42,,0.26,9333.79,-43.66,,04-29
000023,深天地A,-0.05,-0.0,2.1,,0.02,-657.87,4.22,,04-27
000025,特力A,-0.04,124.05,0.71,,0.05,-779.95,123.4,,04-21
000026,飞亚达A,0.04,-33.33,2.75,,0.33,1049.48,-31.11,,04-23
000027,深圳能源,0.08,-33.33,5.24,,0.34,18468.16,-31.37,,04-24
000028,国药一致,0.15,14.62,2.33,,0.23,4307.02,13.27,,04-28
000029,深深房A,0.0,-60.0,1.2,,-0.03,85.17,-58.74,,04-23
000030,富奥股份,-0.02,-30.42,-6.0,,,-666.32,-30.43,,04-29
000031,中粮地产,-0.01,-125.0,1.77,,0.03,-1348.14,-141.04,,04-27
000032,深桑达A,0.06,-80.65,3.3,,-0.04,1296.33,-78.31,,04-25
000033,*ST新都,-0.01,197.22,0.92,,0.0,-352.1,196.18,,04-23
000034,神州数码,-0.0,-90.0,-3.2,,0.02,-49.75,-83.34,,04-28
000035,中国天楹,-0.18,-158.06,-8.39,,-0.0,-2719.71,-159.06,,04-30
000036,华联控股,0.1,-448.33,1.15,,0.11,11742.44,-514.02,,04-28
000037,*ST南电A,-0.02,-127.93,2.92,,0.03,-1248.67,-131.83,,04-25
000038,深大通,-0.01,-27.78,0.76,,-0.31,-115.49,-27.46,,04-30
000039,中集集团,0.16,3.28,5.11,,0.39,41897.3,3.24,,04-28
000040,东旭蓝天,-0.02,-50.0,1.7,,-0.26,-917.11,-53.13,,04-30
000042,中洲控股,-0.01,-88.85,7.42,,0.87,-154.08,-88.8,,04-25
000043,中航地产,-0.03,-151.8,7.53,,-0.76,-576.01,-151.76,,04-28
000045,深纺织A,0.04,33.33,1.77,,0.02,941.57,18.93,,04-28
000046,泛海控股,0.01,-85.71,3.62,,-0.13,1038.45,-87.05,,04-27
000048,康达尔,0.0,-51.67,-0.4,,0.28,113.51,-54.92,,04-23
000049,德赛电池,-0.06,-826.83,1.05,,-0.32,-816.11,-823.4,,04-28
000050,深天马A,-0.09,-400.0,2.26,,0.09,-5433.66,-663.03,,04-28
000055,方大集团,0.03,25.0,1.35,,-0.01,1065.33,19.89,,04-18
000056,皇庭国际,0.04,-840.74,1.03,,-0.03,901.22,-597.25,,04-17
000058,深赛格,0.0,-80.95,1.66,,0.02,285.18,-83.06,,04-24
000059,华锦股份,0.08,-25.93,5.1,,0.14,9843.06,-24.11,,04-17
000060,中金岭南,0.01,-97.37,3.52,,0.19,1175.95,-95.78,,04-30
000061,农产品,0.07,-38.18,6.35,,0.24,3074.51,-29.06,,04-23
000062,深圳华强,-0.13,116.67,4.42,,0.01,-3891.67,128.43,,04-29
000063,中兴通讯,0.06,-4.76,10.71,,-3.34,7865.5,29.17,,04-24
000065,北方国际,0.01,-114.29,2.49,,0.74,183.77,-116.73,,04-24
000066,中国长城,0.03,200.0,2.13,,-0.11,1489.95,255.96,,04-30
000068,华控赛格,-0.14,-2295.16,1.98,,0.27,-12206.48,-2284.18,,04-23
000069,华侨城A,0.06,205.56,2.19,,0.13,14289.82,210.87,,04-22
000070,特发信息,0.02,573.53,2.66,,-0.23,571.99,575.42,,04-27
000078,海王生物,0.01,-70.0,1.09,,-0.09,507.27,-68.85,,04-29
000088,盐田港,0.08,-19.59,3.16,,0.06,9865.72,-19.54,,04-30
000089,深圳机场,0.09,-10.31,2.8,,0.07,14643.6,-5.59,,04-25
000090,天健集团,0.16,443.0,7.58,,-0.05,4959.43,401.92,,04-21
000096,广聚能源,0.01,-46.38,2.96,,-0.07,665.16,-46.35,,04-29
000099,中信海直,0.11,229.75,2.85,,0.04,5523.31,229.5,,04-24
000100,TCL集团,0.01,-96.66,1.54,,0.17,1494.81,-96.67,,04-25
000150,宜华健康,0.0,-74.0,1.94,,-0.02,83.88,-80.19,,04-29
000151,中成股份,0.02,94.69,3.02,,-0.35,647.04,93.75,,04-18
000153,丰原药业,0.01,52.17,2.5,,0.08,273.2,51.73,,04-24
000155,*ST川化,0.14,16.67,3.75,3.75,0.19,6627.3,13.28,,04-15
000156,华数传媒,0.06,-185.71,-4.79,,0.06,723.2,-183.9,,04-30
000157,中联重科,0.2,-58.87,3.56,,-0.42,30077.45,-17.72,,04-30
000158,常山股份,-0.01,-150.0,3.11,,-0.04,-856.05,-209.04,,04-23
000159,国际实业,0.07,-16.27,4.29,,-0.16,1722.8,-4.79,,04-24
000301,东方市场,0.02,-41.32,2.03,,0.03,2600.02,-41.23,,04-20
000333,美的集团,,,,,,39516.15,87.29,,09-27
000338,潍柴动力,0.43,-68.61,10.13,,0.85,36127.3,-49.17,,04-28
000400,许继电气,0.02,-25.83,5.65,,-0.66,761.89,-25.72,,04-29
000401,冀东水泥,-0.01,-30.0,4.87,,-0.05,-1703.32,-11.37,,04-23
000402,金融街,0.06,20.0,5.93,,0.06,15915.96,126.6,,04-28
000403,ST生化,-0.0,-100.27,0.0,,0.03,-90.79,-100.27,,04-28
000404,华意压缩,0.02,-57.75,1.39,,-0.16,548.66,-60.37,,04-18
000407,胜利股份,0.02,5.88,2.38,,-0.08,653.03,6.0,,04-24
000408,*ST金源,-0.04,-600.0,1.01,,0.19,-875.82,-950.43,,04-28
000409,山东地矿,-0.01,100.0,0.3,,-0.01,-200.81,112.47,,04-25
000410,沈阳机床,-0.05,-600.0,2.29,,-0.47,-2605.3,-353.77,,04-25
000411,英特集团,0.02,-38.84,0.67,,-0.93,408.87,8.53,,04-25
000413,东旭光电,0.0,-87.67,0.65,,-0.03,33.05,-88.16,,04-20
000415,渤海金控,-0.03,-12.57,1.09,,0.01,-939.25,-12.64,,04-25
000416,民生控股,0.11,-875.69,1.31,,-0.03,5938.74,-873.96,,04-30
000417,合肥百货,0.11,58.31,2.49,,0.16,4076.14,58.16,,04-21
000418,小天鹅A,0.08,-11.11,3.02,,0.05,4363.98,31.51,,04-27
000419,通程控股,0.03,-49.77,2.17,,0.02,1125.9,0.39,,04-29
000420,吉林化纤,-0.11,120.0,2.22,,0.28,-4130.18,138.23,,04-25
000421,南京公用,0.01,-9.23,1.67,,0.26,209.11,-8.17,,04-29
000422,湖北宜化,0.1,-68.93,3.73,,1.51,5340.52,-68.9,,04-27
000423,东阿阿胶,0.14,7.2,2.83,,0.13,7592.97,11.02,,04-28
000425,徐工机械,-0.02,-36.0,2.29,,0.09,-859.62,-35.93,,04-30
000426,兴业矿业,-0.03,-400.0,3.08,,-0.02,-1179.02,-560.51,,04-28
000428,华天酒店,0.11,119.23,3.39,,0.07,4193.91,120.57,,04-27
000429,粤高速A,0.09,0.0,2.71,,0.04,10713.02,-6.65,,04-25
000430,张家界,-0.06,-0.0,-0.3,,0.01,-1169.79,4.48,,04-25
000488,晨鸣纸业,0.0,-98.64,5.95,,-0.07,784.62,-98.33,,04-29
000498,山东路桥,-0.12,-0.0,-1.81,,,-4676.0,3.06,,04-30
000501,鄂武商A,0.15,36.36,2.66,,0.23,7525.93,36.1,,04-27
000502,绿景控股,0.02,-750.0,1.32,,0.11,361.04,-752.74,,04-22
000503,海虹控股,0.0,-50.0,1.74,,-0.01,81.31,-51.1,,04-30
000504,*ST生物,-0.02,-2090.0,0.88,,-0.01,-364.14,-1230.74,,04-30
000505,*ST珠江,-0.03,-50.0,1.94,,0.01,-1406.76,-44.0,,04-28
000506,中润资源,0.03,1044.0,0.62,,-0.13,2213.55,3453.69,,04-27
000507,珠海港,-0.07,-157.56,3.33,,-0.04,-2377.12,-157.54,,04-25
000509,华塑控股,-0.04,-445.45,0.02,,0.04,-949.87,-475.58,,04-30
000510,金路集团,-0.07,-349.66,1.73,,0.22,-4411.8,-349.35,,04-25
000511,*ST烯碳,0.01,-93.33,1.22,,0.01,917.37,-87.82,,04-16
000513,丽珠集团,0.39,129.41,6.06,,0.55,11672.0,126.21,,04-18
000514,渝开发,0.03,-43.68,3.15,,-0.32,2173.7,-26.79,,04-15
000516,国际医学,0.14,-6.67,4.17,,0.15,2094.36,-4.96,,04-25
000517,荣安地产,-0.0,-92.51,-0.08,,0.0,-72.93,-92.45,,04-30
000518,四环生物,0.0,,0.69,,0.03,421.92,203.41,,04-29
000519,中兵红箭,,,1.75,,-0.03,-76.96,-83.08,,04-29
000520,长航凤凰,-0.05,-181.83,2.12,,-0.01,-3250.69,-181.78,,04-23
000521,美菱电器,0.02,6.33,2.69,,-0.09,694.95,6.12,,04-20
000523,广州浪奇,0.01,-52.38,2.64,,0.02,190.26,-47.52,,04-29
000524,岭南控股,-0.04,78.26,2.29,,-0.06,-1117.49,84.05,,04-30
000525,红太阳,0.0,-63.0,2.22,,-0.15,103.4,-35.23,,04-29
000526,紫光学大,-0.01,-22.22,1.48,,-0.02,-130.83,-24.4,,04-22
000526,*ST紫学,-0.01,-22.22,1.48,,-0.02,-130.83,-24.4,,04-22
000528,柳工,0.32,6.67,5.88,,1.13,15139.45,8.57,,04-30
000529,广弘控股,0.02,-145.28,1.03,,0.03,1413.83,-167.68,,04-21
000530,大冷股份,0.05,25.0,4.79,,-0.07,1851.98,29.9,,04-24
000531,穗恒运A,0.14,250.0,2.74,,-0.9,3639.54,245.52,,04-24
000532,力合股份,0.04,-226.67,1.64,,0.01,1301.91,-248.43,,04-28
000533,万家乐,0.02,35.4,1.16,,0.02,878.8,34.88,,04-29
000534,万泽股份,-0.06,1645.71,2.3,,0.16,-1559.48,1645.98,,04-28
000536,华映科技,0.02,-20.0,0.38,,-0.22,189.52,-19.69,,04-22
000537,广宇发展,-0.02,20.0,0.84,,0.3,-926.0,17.93,,04-24
000538,云南白药,0.21,20.45,6.09,,0.17,11342.47,33.13,,04-28
000539,粤电力A,0.02,2400.0,3.22,,0.16,5124.49,2445.7,,04-29
000540,中天金融,0.1,65.07,1.38,,0.23,5906.58,188.07,,04-29
000541,佛山照明,0.06,-140.0,3.78,,0.23,4026.51,-156.05,,04-24
000543,皖能电力,0.03,0.0,4.82,,0.24,2245.57,3.01,,04-28
000544,中原环保,0.08,-4.77,1.77,,-0.07,2206.77,-4.55,,04-18
000545,金浦钛业,-0.01,-150.0,0.14,,0.03,-148.23,-146.05,,04-27
000546,金圆股份,0.01,-125.0,0.75,,-0.1,143.45,-122.05,,04-27
000547,航天发展,0.02,-30.0,3.55,,0.39,502.9,-22.07,,04-28
000548,湖南投资,0.04,270.0,2.67,,-0.01,1848.95,284.07,,04-29
000550,江铃汽车,0.21,-4.55,4.9,,1.28,18274.98,-5.49,,04-24
000551,创元科技,0.02,-66.67,3.1,,0.09,509.5,-62.84,,04-28
000552,靖远煤电,0.1,42.86,2.37,,0.5,1831.59,41.9,,04-28
000553,沙隆达A,0.05,19.77,1.9,,0.01,3131.47,20.46,,04-16
000554,泰山石油,-0.02,-120.0,1.85,,0.05,-1184.6,-123.97,,04-21
000555,神州信息,-0.01,-325.0,-1.39,,0.0,-79.98,-320.15,,04-20
000557,西部创业,0.37,-1950.0,-0.35,,-0.01,25501.8,-2329.39,,04-29
000558,莱茵体育,-0.02,-132.5,1.31,,0.29,-723.52,-153.22,,04-15
000559,万向钱潮,0.07,-13.75,1.51,,0.06,7119.64,-12.9,,04-22
000560,昆百大A,0.07,66.9,3.78,,-0.21,956.04,67.15,,04-30
000561,烽火电子,-0.01,42.86,-0.21,,-0.03,-415.25,49.39,,04-30
000563,陕国投A,0.03,-40.0,1.45,,-0.07,1168.39,-37.73,,04-21
000564,供销大集,0.05,39.17,2.44,,-0.13,1267.75,39.28,,04-24
000565,渝三峡A,0.04,0.0,2.43,,0.12,702.64,4.99,,04-22
000566,海南海药,0.11,57.14,1.74,,-0.01,2272.58,55.64,,04-30
000567,海德股份,0.02,4.32,1.07,,0.05,255.04,4.09,,04-29
000568,泸州老窖,0.38,-35.37,2.88,,0.23,53138.58,3.64,,04-28
000570,苏常柴A,0.09,350.0,3.51,,0.47,3392.34,320.19,,04-24
000571,新大洲A,0.03,69.19,1.48,,0.03,2139.21,69.17,,04-21
000572,海马汽车,-0.03,-147.86,2.93,,1.5,-2352.58,-149.13,,04-29
000573,粤宏远A,0.01,338.89,2.19,,0.08,493.44,340.18,,04-29
000576,广东甘化,-0.09,-1800.0,1.11,,-0.06,-2733.71,-1666.34,,04-25
000581,威孚高科,-0.06,-212.6,4.36,,0.08,-3195.87,-205.47,,04-25
000582,北部湾港,0.04,471.43,1.74,,0.0,534.22,452.47,,04-25
000584,友利控股,0.01,-90.76,3.76,,-0.09,260.61,-90.3,,04-20
000585,东北电气,-0.01,-3433.33,0.35,,-0.01,-851.76,-3733.19,,04-30
000586,汇源通信,-0.02,-68.25,0.49,,-0.06,-430.47,-64.93,,04-29
000587,金洲慈航,-0.07,-58.82,-1.48,,0.01,-1249.75,-60.87,,04-28
000589,黔轮胎A,0.11,10.0,4.85,,1.09,2859.39,16.91,,04-24
000590,启迪古汉,0.01,-5.0,1.6,,0.01,192.82,-31.5,,04-15
000591,太阳能,0.03,-43.48,1.76,,0.24,514.27,-13.63,,04-18
000592,平潭发展,0.0,-92.0,0.59,,-0.03,107.36,-92.64,,04-28
000593,大通燃气,0.0,-107.14,0.91,,-0.0,20.06,-106.28,,04-28
000595,*ST宝实,-0.04,-202.5,2.18,,0.05,-887.47,-218.18,,04-23
000596,古井贡酒,0.13,44.44,3.87,,0.16,3006.21,40.94,,04-27
000597,东北制药,0.47,385.57,5.18,,0.53,15738.53,433.77,,04-27
000598,兴蓉环境,-0.17,-950.0,2.01,,0.09,-5187.46,-1081.04,,04-30
000599,青岛双星,0.02,-68.0,2.26,,0.3,1277.62,-62.41,,04-25
000600,建投能源,0.04,-42.86,3.16,,-0.06,3490.91,-37.98,,04-22
000601,韶能股份,-0.01,11.71,3.06,,0.06,-1152.22,12.47,,04-30
000603,盛达矿业,-0.0,-104.55,0.54,,0.0,-9.63,-103.12,,04-27
000605,渤海股份,0.0,-87.0,0.64,,0.0,12.31,-90.19,,04-29
000606,神州易桥,-0.01,-180.0,2.27,,-0.03,-334.64,-178.88,,04-25
000607,华媒控股,0.0,-39.29,1.18,,-0.44,80.88,-39.63,,04-23
000608,阳光股份,0.09,-30.77,3.39,,0.18,4887.4,-28.29,,04-28
000609,绵石投资,0.02,-99.13,2.72,,0.07,636.21,-98.13,,04-25
000610,西安旅游,-0.03,-846.51,1.94,,0.03,-631.16,-838.41,,04-22
000611,*ST天首,0.01,-63.33,1.84,,0.37,340.95,-54.83,,04-28
000612,焦作万方,-0.07,-114.01,3.73,,0.36,-3116.66,-113.94,,04-24
000613,*ST东海A,0.0,-80.0,0.25,,0.0,55.92,-81.14,,04-28
000615,京汉股份,-0.03,-0.0,3.18,,0.41,-634.9,8.19,,04-24
000616,海航投资,0.04,-55.56,2.81,,0.04,4005.26,12.2,,04-27
000617,中油资本,0.13,550.0,3.42,,-0.3,3071.46,518.38,,04-25
000619,海螺型材,0.08,77.98,4.64,,-0.16,2793.78,77.89,,04-10
000620,新华联,-0.0,55.56,0.01,,-0.0,-44.23,61.16,,04-29
000622,*ST恒立,-0.03,-15.63,-0.87,,-0.01,-383.12,-14.93,,04-30
000623,吉林敖东,0.56,19.15,9.15,,0.03,31981.9,18.8,,04-28
000625,长安汽车,0.01,-92.86,3.27,,0.18,2834.01,-89.41,,04-30
000626,远大控股,0.01,-88.0,1.24,,0.68,215.35,-87.96,,04-23
