code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,47.3057,129.4689,34.9908,20.0791,,34.9908
000002,万科A,78.575,49.8632,75.7866,106.7292,,65.6509
000004,国农科技,-20.9459,-68.598,,,,-7.3855
000005,世纪星源,-37.8382,-32.6242,,,,5.1986
000006,深振业A,-48.5732,-61.0185,16.5037,25.2519,,16.627
000007,全新好,12.4255,,-116.2477,-11.9543,,-151.4629
000008,神州高铁,-0.4455,,4.7768,5.0235,,4.7768
000009,中国宝安,-10.4128,511.2911,22.1511,11.8684,,28.9981
000010,美丽生态,22.5401,,,,,41.22
000011,深物业A,-21.1156,,-7.5351,-3.6625,,-7.6673
000012,南玻A,39.9312,16.4219,8.5402,18.1884,,6.3442
000014,沙河股份,-85.6875,-120.253,0.9119,-6.9918,,1.7693
000016,深康佳A,6.7113,1.7653,4.0347,9.9551,,4.9451
000017,深中华A,-17.7352,,,,,0.0375
000018,神州长城,-71.2495,,-0.3768,-19.9665,,4.2704
000019,深深宝A,22.3856,-20.8584,13.5578,2.5452,,14.3037
000020,深华发A,-17.6981,-79.056,-6.4592,-10.7629,,-6.4592
000021,深科技,45.4595,357.6058,21.3607,6.7931,,21.3636
000022,深赤湾A,0.6947,-8.0301,0.5552,3.8799,,6.5002
000023,深天地A,134.8222,,37.8282,-14.6357,,41.3789
000025,特力A,-10.5221,-448.5164,-31.5636,-6.995,,-40.3216
000026,飞亚达A,59.8046,154.009,7.1239,26.195,,7.1764
000027,深圳能源,12.5374,48.1457,,,,8.07
000028,国药一致,19.7338,23.0172,2.1804,26.358,,3.7024
000029,深深房A,-29.6871,-62.6882,5.8565,-0.629,,5.102
000030,富奥股份,12.3787,,,-23.4556,,-1.9655
000031,中粮地产,-14.6222,-40.9358,36.2318,75.0469,,27.4356
000032,深桑达A,-13.8067,23.8479,4.3546,15.747,,4.7773
000033,*ST新都,-20.0572,-339.2599,-29.5031,-14.3729,,-29.5031
000034,神州数码,-3.5589,,,-16.0052,,6.4121
000035,中国天楹,103.8793,,,16.0594,,-5.3179
000036,华联控股,19.1459,-43.8949,8.8722,27.4483,,10.2216
000037,*ST南电A,-21.0598,,2.8318,-9.3065,,3.687
000038,深大通,-25.7783,,-150.5387,-75.3381,,-150.5387
000039,中集集团,81.4802,10.9515,25.3673,53.1017,,28.1822
000040,东旭蓝天,-14.9608,,5.892,13.3435,,4.0039
000042,中洲控股,-11.5441,-447.7444,13.5003,47.7691,,14.5702
000043,中航地产,-1.0609,-38.8047,,,,13.6934
