code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.53,-24.29,12.32,4.41,6.31,505400.0,40.82,,04-24
000002,万科A,0.14,-6.67,6.68,1.97,-0.51,152947.94,-5.23,,04-29
000004,国农科技,-0.03,-448.96,,-4.06,,-281.14,-448.2,,04-22
000005,世纪星源,-0.01,-5.94,,-1.4,,-868.22,-5.99,,04-26
000006,深振业A,0.02,-52.5,,0.75,,3072.12,-50.21,,04-23
000007,全新好,-0.03,-32.66,,-2.29,,-615.35,-32.49,,04-26
000008,神州高铁,0.02,-39.23,,0.84,,480.21,21.59,,04-24
000009,中国宝安,0.06,159.74,,2.31,,7409.22,194.69,,04-26
000010,美丽生态,-0.01,-67.33,,-0.92,,-574.82,12.62,,04-29
000011,深物业A,0.05,-88.28,,1.53,,2772.54,-88.27,,04-28
000012,南玻A,0.06,18.6,,1.5,,12305.14,14.3,,04-22
000014,沙河股份,0.14,-1822.89,,4.65,,2884.46,-1832.96,,04-24
000016,深康佳A,0.01,-33.05,,0.23,,952.28,-33.14,,04-15
000017,深中华A,0.0,-101.24,,4.93,,35.44,-101.33,,04-28
000018,神州长城,-0.01,-50.0,,-0.91,,-114.47,-57.01,,04-28
000019,深深宝A,-0.02,-654.55,,-0.64,,-612.96,-652.57,,04-22
000020,深华发A,0.0,-13.79,,0.25,,69.5,-15.06,,04-22
000021,深科技,-0.08,-418.22,,-2.41,,-11567.36,-455.56,,04-30
000022,深赤湾A,0.17,-18.32,,2.62,,10655.4,-18.17,,04-25
000023,深天地A,-0.02,-75.0,,-0.81,,-283.28,-73.69,,04-28
000025,特力A,0.02,-27.18,,1.72,,331.1,-26.97,,04-29
000026,飞亚达A,0.11,26.97,,2.84,,4421.43,27.19,,04-24
000027,深圳能源,0.16,77.4,,2.49,,41059.46,77.33,,04-25
000028,国药一致,0.58,16.63,,7.21,,16781.84,16.82,,04-25
000029,深深房A,0.02,522.86,,1.18,,2202.56,527.75,,04-24
000030,富奥股份,0.12,-14.29,,3.95,,15298.43,11.15,,04-30
000031,中粮地产,0.04,33.33,,1.25,,6703.92,10.8,,04-30
000032,深桑达A,-0.02,-140.0,,-0.59,,-514.74,-147.47,,04-29
000033,*ST新都,-0.02,18.92,,-2.16,,-580.22,19.11,,04-30
000034,神州数码,-0.0,-75.0,,-0.3,,-31.71,-76.11,,04-22
000035,中国天楹,-0.01,-433.33,,-13.44,,-157.15,-381.87,,04-24
000036,华联控股,0.0,-22.22,,0.04,,76.59,-25.3,,04-28
000037,*ST南电A,-0.09,-18.18,,-3.37,,-5217.67,-18.9,,04-25
000038,深大通,-0.01,-491.3,,-0.44,,-85.59,-490.8,,04-29
000039,中集集团,0.05,-41.75,,0.62,,12789.0,-41.72,,04-26
000040,东旭蓝天,0.01,-85.71,,0.27,,341.96,-89.82,,04-26
000042,中洲控股,0.96,41.05,,7.23,,22998.97,41.06,,04-24
000043,中航地产,0.07,-220.57,,1.47,,4808.74,-220.52,,04-25
000045,深纺织A,-0.02,100.0,,-0.48,,-1097.22,126.81,,04-28
000046,泛海控股,0.02,-6.78,,0.81,,7528.98,-6.81,,04-24
000048,康达尔,0.01,134.29,,0.8,,321.69,135.21,,04-30
000049,德赛电池,0.36,13.69,,8.88,,4964.03,13.7,,04-22
000050,深天马A,0.05,1633.33,,1.98,,2967.83,1935.65,,04-26
000055,方大集团,0.02,52.0,,0.98,,1148.3,2.42,,04-23
000056,皇庭国际,-0.17,98.14,,,,-3832.54,102.1,,04-25
000058,深赛格,0.03,9.58,,1.8,,2244.96,9.57,,04-30
000059,华锦股份,-0.26,271.43,,-4.52,,-31694.98,286.09,,04-24
000060,中金岭南,0.04,-18.6,,1.21,,7260.66,-17.64,,04-29
000061,农产品,-0.01,-195.71,,-0.23,,-1138.05,-205.05,,04-30
000062,深圳华强,0.2,6623.33,,6.67,,13454.5,6596.65,,04-19
000063,中兴通讯,0.18,200.0,6.79,2.71,-0.64,62218.2,203.51,,04-18
000065,北方国际,0.1,-266.67,,2.53,,2050.4,-328.93,,04-29
000066,中国长城,-0.07,-2406.67,,-3.47,,-9161.63,-2416.74,,04-30
000068,华控赛格,-0.01,34.34,,-6.28,,-1192.97,35.01,,04-29
000069,华侨城A,0.09,37.31,,2.75,,66600.68,36.98,,04-19
000070,特发信息,0.03,-62.93,,0.9,,925.42,-61.91,,04-22
000078,海王生物,0.04,-4.94,,1.74,,2676.46,6.66,,04-29
000088,盐田港,0.06,41.28,,2.33,,11173.17,41.26,,04-26
000089,深圳机场,0.04,-60.96,,0.81,,6358.82,-60.93,,04-30
000090,天健集团,0.02,-87.04,,0.34,,1178.79,-85.73,,04-16
000096,广聚能源,0.03,-361.29,,0.92,,1713.23,-362.1,,04-29
000099,中信海直,0.06,-20.45,,1.33,,3252.52,-11.87,,04-22
000100,TCL集团,0.09,139.83,1.68,5.07,0.17,73493.27,141.63,,04-25
000150,宜华健康,-0.02,-857.14,,-0.65,,-514.08,-847.84,,04-29
000151,中成股份,0.09,43.28,,2.63,,2587.68,43.91,,04-26
000153,丰原药业,0.01,22.86,,0.4,,403.34,47.65,,04-25
000155,*ST川化,-0.25,47.06,,-17.7,,-11938.09,46.38,,04-28
000156,华数传媒,0.07,27.59,,4.59,,8528.5,33.69,,04-29
000157,中联重科,0.05,-37.5,,0.95,,39580.25,-33.12,,04-29
000158,常山股份,-0.03,20.0,,-0.89,,-2171.4,21.37,,04-26
000159,国际实业,0.03,-45.64,,0.67,,1379.58,-45.74,,04-22
000166,申万宏源,0.08,,,,,56708.97,,,07-26
000301,东方市场,0.04,-18.44,,1.5,,4474.23,-18.38,,04-29
000333,美的集团,1.51,,,7.47,,253884.91,148.53,,04-29
000338,潍柴动力,0.53,29.27,,3.73,,105495.63,29.7,,04-30
000400,许继电气,0.15,-16.73,,2.19,,9886.31,44.81,,04-23
000401,冀东水泥,-0.32,6.38,,-3.65,,-42651.52,6.31,,04-26
000402,金融街,0.09,-30.77,,1.19,,26776.81,-30.91,,04-30
000403,ST生化,0.38,322.22,,25.73,,10383.4,311.37,,04-30
000404,华意压缩,0.1,32.57,,2.82,,5511.07,54.13,,04-18
000407,胜利股份,0.02,100.0,,0.93,,1045.25,157.73,,04-23
000408,*ST金源,0.0,-68.0,,0.21,,41.57,-67.45,,04-30
000409,山东地矿,0.04,33.33,,1.67,,1788.45,17.02,,04-26
000410,沈阳机床,0.01,-50.0,,0.34,,916.94,-28.88,,04-29
000411,英特集团,0.07,-47.29,,2.68,,1470.89,-47.29,,04-26
000413,东旭光电,0.23,43.75,,3.51,,20765.24,235.56,,04-29
000415,渤海金控,0.14,63.17,,3.03,,19177.4,76.19,,04-29
000416,民生控股,-0.01,-128.08,,-0.66,,-520.65,-128.07,,04-28
000417,合肥百货,0.18,-5.38,,4.64,,14393.92,-5.38,,04-23
000418,小天鹅A,0.27,50.0,,4.28,,17077.45,53.85,,04-22
000419,通程控股,0.07,-1.81,,1.98,,3546.44,-1.77,,04-23
000420,吉林化纤,0.35,-405.15,,70.4,,13218.15,-405.23,,04-29
000421,南京公用,0.1,109.67,,3.61,,3583.5,109.63,,04-26
000422,湖北宜化,0.05,-54.7,,0.77,,4713.88,-55.0,,04-30
000423,东阿阿胶,0.65,11.47,,8.19,,42716.82,11.48,,04-26
000425,徐工机械,0.2,-9.09,,2.1,,41201.49,-9.06,,04-30
000426,兴业矿业,0.2,693.5,,4.18,,11652.35,981.95,,04-30
000428,华天酒店,-0.05,-266.67,,-2.33,,-3811.01,-267.13,,04-23
