code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,2.3029,97.6971
000002,万科A,1.9567,0.461,25.2703,6616.8766,40.4382,59.5618
000004,国农科技,1.4062,1.2375,42.6012,66.4622,38.7265,61.2735
000005,世纪星源,0.3802,0.1562,6.2422,434.619,53.5687,46.4313
000006,深振业A,2.4314,0.9239,79.1122,1746.8577,53.5845,46.4155
000007,全新好,0.4569,0.2271,3.2679,9.0616,11.8578,88.1422
000008,神州高铁,7.265,7.265,139.027,1578.8818,93.3964,6.6036
000009,中国宝安,1.4562,0.6353,27.7182,214.4692,33.0582,66.9418
000010,美丽生态,0.8756,0.7183,9.8994,-366.1178,17.2897,82.7103
000011,深物业A,1.4031,0.3206,12.4842,-192.3528,38.2528,61.7472
000012,南玻A,0.4184,0.2878,10.0093,668.8365,44.8236,55.1764
000014,沙河股份,2.0953,1.1324,14.314,2283.9482,41.3104,58.6896
000016,深康佳A,1.4197,0.8402,16.2298,782.1055,41.1705,58.8295
000017,深中华A,0.0987,0.0483,2.0971,2576.832,-586.9834,686.9834
000018,神州长城,1.1513,0.6231,19.3363,-134.7311,59.9896,40.0104
000019,深深宝A,0.682,0.5282,13.01,349.708,57.2279,42.7721
000020,深华发A,0.8997,0.6517,8.2261,122.9518,63.847,36.153
000021,深科技,2.4529,2.2861,121.4083,-2275.5591,70.2819,29.7181
000022,深赤湾A,0.3836,0.3644,11.5491,2092.2194,66.1212,33.8788
000023,深天地A,0.8155,0.6199,11.1412,-27.2932,23.4907,76.5093
000025,特力A,0.5741,0.3846,16.846,192.5494,31.9738,68.0262
000026,飞亚达A,3.2782,0.8174,44.6568,918.9032,82.0891,17.9109
000027,深圳能源,2.1729,1.8129,140.7112,2547.9685,62.7144,37.2856
000028,国药一致,0.9706,0.7279,11.7368,735.3263,18.8415,81.1585
000029,深深房A,1.6655,0.5924,42.4244,182.554,43.3057,56.6943
000030,富奥股份,0.0084,0.0072,0.0022,44.2714,-4258.2023,4358.2023
000031,中粮地产,0.8012,0.3585,21.2978,961.415,65.976,34.024
000032,深桑达A,1.5331,0.6509,29.8698,1912.2107,48.892,51.108
000033,*ST新都,0.2729,0.2614,4.6396,146.5723,73.5903,26.4097
000034,神州数码,0.5107,0.3699,1.135,-51.9605,-53.0179,153.0179
000035,中国天楹,0.0879,0.0825,0.1298,12.5637,-331.9433,431.9433
000036,华联控股,1.0903,0.842,52.9552,286.3315,24.9007,75.0993
000037,*ST南电A,0.643,0.462,14.8388,16.4123,32.3214,67.6786
000038,深大通,1.1939,1.1939,0.3774,-148.3911,33.6822,66.3178
000039,中集集团,1.4423,0.9703,33.3849,7256.6267,47.7706,52.2294
000040,东旭蓝天,1.0236,0.6439,15.7974,185.7748,48.2647,51.7353
000042,中洲控股,1.6586,0.9649,66.2416,597.7893,40.9385,59.0615
000043,中航地产,1.1835,0.4604,18.1032,1024.4125,31.6418,68.3582
000045,深纺织A,1.082,0.7989,29.8798,519.7361,65.8867,34.1133
000046,泛海控股,2.528,0.727,19.1083,25337.1752,33.7743,66.2257
000048,康达尔,0.5223,0.2762,6.7081,-46.6369,12.4316,87.5684
000049,德赛电池,1.1961,0.9144,12.6388,584.1214,36.8228,63.1772
000050,深天马A,1.4613,1.0959,28.0658,587.9834,54.3467,45.6533
000055,方大集团,0.896,0.7169,15.833,189.4415,35.4481,64.5519
000056,皇庭国际,1.1724,0.248,13.1053,-565.1044,29.2902,70.7098
000058,深赛格,0.7954,0.6709,30.705,-324.4391,47.9257,52.0743
000059,华锦股份,0.6074,0.4763,39.9789,258.593,38.8184,61.1816
