code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,8.29,14.86,44.4893,463.6207,0.2382,3118.1938,1.6025
000002,万科A,11.73,18.44,40.1069,1220.7959,0.3075,6617.6832,1.6669
000004,国农科技,-2.54,-14.1,49.5748,-2.1064,-0.025,14.9307,0.1777
000005,世纪星源,8.15,25.62,46.1134,68.1082,0.0961,265.7892,0.375
000006,深振业A,14.19,19.78,36.5888,174.5866,0.6884,882.2033,3.4788
000007,全新好,-20.96,-21.4,80.7836,-15.3467,-0.1068,71.7067,0.4993
000008,神州高铁,-0.63,-9.43,17.8606,-0.4587,-0.0062,4.8596,0.0659
000009,中国宝安,1.07,1.43,32.3247,12.7307,0.0132,889.2433,0.9274
000010,美丽生态,-41.36,-33.58,45.4149,-16.6854,-0.1134,49.6816,0.3379
000011,深物业A,-3.78,-13.2,30.4294,-23.3914,-0.0431,177.1421,0.3269
000012,南玻A,6.2,11.93,31.923,152.1572,-0.0301,1275.4093,1.2559
000014,沙河股份,12.16,16.24,34.6916,43.0812,0.4805,265.2085,2.9583
000016,深康佳A,1.02,0.6,17.5966,33.3679,0.0554,5538.1258,9.1997
000017,深中华A,,-10.22,1.2448,-9.0869,-0.0189,88.8728,0.1853
000018,神州长城,-3.88,-8.05,3.918,-9.9683,-0.0589,123.685,0.7312
000019,深深宝A,2.67,12.93,17.8699,6.5904,0.0362,50.9396,0.28
000020,深华发A,0.23,1.04,5.5616,0.5701,0.002,54.578,0.1927
000021,深科技,5.79,3.78,4.7173,169.7537,0.193,4489.7678,5.1048
000022,深赤湾A,16.49,34.83,65.741,321.0741,0.4979,921.8155,1.4296
000023,深天地A,-2.95,-2.87,11.3298,-6.3442,-0.0457,220.5382,1.5893
000025,特力A,0.47,0.18,8.3866,1.0843,0.0049,578.5418,2.6263
000026,飞亚达A,2.48,5.91,35.9178,13.5954,0.0545,229.7431,0.9214
000027,深圳能源,7.75,10.24,22.8121,323.5435,0.269,3157.6824,2.6259
000028,国药一致,11.43,1.8,11.4181,47.6367,0.1653,2640.6142,9.164
000029,深深房A,0.69,1.86,19.1061,7.3499,0.0072,394.3947,0.3898
000030,富奥股份,,,,-8.0806,-0.028,,
000031,中粮地产,6.46,45.81,53.5506,80.3849,0.1149,175.4736,0.2508
000032,深桑达A,3.52,2.83,12.3287,21.1353,0.1089,746.0524,3.8445
000033,*ST新都,0.25,2.94,95.356,1.1522,0.0034,39.1817,0.1189
000034,神州数码,,-5.7,8.1695,-9.8515,-0.0316,172.8183,0.5554
000035,中国天楹,,-3246.66,-67.728,-19.1729,-0.1654,0.5905,0.005
000036,华联控股,2.2,1.73,11.8186,38.2754,0.034,2205.5585,1.9624
000037,*ST南电A,-2.68,-2.48,-9.5622,-39.86,-0.0727,1600.8376,2.9214
000038,深大通,-7.81,-11123.18,0.0,-5.3043,-0.0586,0.0477,0.0005
000039,中集集团,13.57,9.26,12.5318,1350.6734,0.6696,14572.929,7.2251
000040,东旭蓝天,0.47,1.27,34.1983,4.1113,0.0087,323.325,0.6885
000042,中洲控股,6.29,24.66,54.9007,102.282,0.4271,414.7591,1.732
000043,中航地产,7.43,4.12,23.3994,28.4989,0.2045,690.4473,4.9556
000045,深纺织A,1.92,2.5,17.2933,6.5243,0.0266,260.6348,1.0632
000046,泛海控股,3.58,54.62,29.0628,43.0885,0.1225,78.8776,0.2244
000048,康达尔,5.43,1.13,14.7898,3.6055,0.0092,317.9203,0.8135
000049,德赛电池,5.63,2.3,14.7592,9.2811,0.0678,403.2667,2.9472
000050,深天马A,5.29,6.71,19.0601,43.0073,0.1295,640.6826,1.9302
000055,方大集团,1.9,2.59,14.1954,8.1126,0.023,312.4508,0.8858
000056,皇庭国际,-4.82,-39.34,16.3483,-8.9024,-0.0403,22.6285,0.1024
000058,深赛格,0.68,1.08,5.5271,8.8322,0.0112,811.6848,1.0342
000059,华锦股份,3.37,4.82,22.4484,58.0769,0.0875,1204.1132,1.8155
000060,中金岭南,22.62,19.76,38.2119,408.1163,0.6747,2065.2351,3.4147
000061,农产品,-1.21,-1.77,29.2829,-17.0179,-0.0438,956.0976,2.4663
000062,深圳华强,1.08,1.21,16.4819,13.3645,0.0432,1099.8405,3.5601
000063,中兴通讯,3.64,3.56,34.9231,373.468,0.3892,10490.529,10.933
000065,北方国际,-1.94,-1.26,5.095,-8.3599,-0.0514,661.8274,4.0743
000066,中国长城,3.4,3.81,6.592,56.4941,0.1232,1482.7181,3.2339
000068,华控赛格,0.16,0.36,15.2769,3.3958,0.0043,926.6426,1.1789
000069,华侨城A,8.04,65.63,47.5367,210.8355,0.1897,321.2373,0.289
000070,特发信息,0.2,0.64,13.7453,1.2565,0.005,195.0867,0.7803
000078,海王生物,2.63,1.33,13.33,18.5335,0.039,1386.1808,2.9182
000088,盐田港,11.86,97.85,52.4446,344.2721,0.2765,351.8152,0.2825
000089,深圳机场,6.8,36.66,49.6454,208.2357,0.1446,567.9963,0.3945
000090,天健集团,4.72,6.79,11.8383,59.62,0.2543,876.9331,3.7407
000096,广聚能源,7.63,8.99,6.2905,100.5284,0.1303,1117.7105,2.1168
