code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,,-0.0504,-8.2487,-0.0541,
000002,万科A,0.1427,0.0164,1.1275,0.0196,2.2472
000004,国农科技,0.0622,0.0183,,0.062,7.2629
000005,世纪星源,-0.9039,-0.1017,,-0.1961,-21.5572
000006,深振业A,0.4651,0.0816,3.0504,0.1351,16.0195
000007,全新好,-0.1916,-0.0151,,-0.138,-13.8018
000008,神州高铁,-0.2996,-0.031,-2.1797,-0.09300000000000001,-9.4892
000008,神州高铁,-0.2996,-0.031,-2.1797,-0.093,-9.4892
000009,中国宝安,0.0099,0.0018,0.1296,0.0029,0.4764
000010,美丽生态,0.9116,0.1426,48.7568,0.3177,32.0831
000011,深物业A,-0.1337,-0.0651,-0.6158,-0.1382,-14.1233
000012,南玻A,0.2295,0.0945,2.4772,0.1746,26.2515
000014,沙河股份,0.8541,0.2413,63.3804,0.5073,64.4094
000016,深康佳A,-0.1767,-0.1549,-26.4257,-0.1826,-18.6168
000017,深中华A,-0.0664,-0.1016,,-0.1357,-13.5674
000018,神州长城,-0.1676,-0.0748,-1.8528,-0.0937,-10.5283
000019,深深宝A,-0.2754,-0.0561,,-0.4571,-50.7637
000020,深华发A,-0.0236,-0.023,-45.5231,-0.0431,-4.3114
000021,深科技,0.0404,0.0258,0.888,0.0397,4.0459
000022,深赤湾A,0.4919,0.1137,1.4951,0.6969,116.0448
000023,深天地A,0.2379,0.1105,6.1076,0.1494,15.2408
000025,特力A,0.1669,0.0295,1.0267,0.1038,11.8143
000026,飞亚达A,0.1468,0.0982,2.6688,0.2953,32.2824
000027,深圳能源,0.177,0.0263,2.0961,0.0411,9.0588
000028,国药一致,0.0163,0.0221,0.5898,0.0377,3.8545
000029,深深房A,-0.208,-0.0525,-1.3412,-0.1744,-19.2282
000029,深深房A,-0.20800000000000002,-0.0525,-1.3412,-0.1744,-19.2282
000030,富奥股份,0.0423,0.0221,0.3392,0.0599,7.8672
000031,中粮地产,-0.3996,-0.0492,-2.9724,-0.0592,-9.1761
000032,深桑达A,0.0114,0.0064,0.3556,0.0279,2.9116
000034,神州数码,0.0169,0.0327,2.1469,0.0381,4.1055
000035,中国天楹,0.1319,0.0176,0.9295,0.0292,5.2555
000036,华联控股,-0.0271,-0.01,-0.0742,-0.0239,-3.0753
000037,深南电A,-0.1091,-0.0558,,-0.1622,-17.8551
000038,深大通,0.0621,0.0117,0.2485,0.1715,27.1035
000039,中集集团,0.0673,0.0268,2.0624,0.0386,6.2206
000040,东旭蓝天,-0.2671,-0.0558,-4.2884,-0.1029,-15.5499
000042,中洲控股,-1.669,-0.1607,-27.441999999999997,-0.1891,-29.9669
000042,中洲控股,-1.669,-0.1607,-27.442,-0.1891,-29.9669
000043,中航地产,0.461,0.0899,,0.1183,25.8241
000045,深纺织A,-0.1989,-0.052000000000000005,-5.4481,-0.3478,-50.0506
000046,泛海控股,-5.2885,-0.0995,-14.1892,-0.1155,-24.8882
000048,康达尔,-0.1795,-0.0729,,-0.1007,-14.8175
000049,德赛电池,-0.0068,-0.0082,-0.2307,-0.0111,-1.1073
000050,深天马A,0.1283,0.0476,1.7209,0.1012,14.2625
000055,方大集团,0.1921,0.0566,1.0936,0.0861,11.6093
000056,皇庭国际,-0.337,-0.0137,-0.9799,-0.0235,-16.3013
000058,深赛格,0.3269,0.0379,3.174,0.0556,6.4462
000059,华锦股份,0.0904,0.0672,1.6480000000000001,0.1083,11.0311
000059,华锦股份,0.0904,0.0672,1.648,0.1083,11.0311
000060,中金岭南,0.09699999999999999,0.0767,1.6339,0.1749,27.5017
000060,中金岭南,0.097,0.0767,1.6339,0.1749,27.5017
000061,农产品,0.1901,0.0181,9.8313,0.0282,4.9461
000062,深圳华强,0.0359,0.0232,0.5591,0.0478,5.9027
000063,中兴通讯,-0.0414,-0.0217,-0.7383,-0.0314,-3.3523
000065,北方国际,0.1965,0.11,3.7033,0.1638,18.246
000066,中国长城,-0.1445,-0.0643,-2.5453,-0.1335,-22.4559
000068,华控赛格,-0.4846,-0.0383,,-0.0769,-7.7488
000069,华侨城A,-0.4589,-0.045,-1.841,-0.0615,-8.7301
000070,特发信息,-0.14,-0.0907,-2.6198,-0.1468,-15.5539
000078,海王生物,-0.0606,-0.0388,-1.7784,-0.0519,-5.7127
000088,盐田港,0.0854,0.0024,0.069,0.0102,6.1915
000089,深圳机场,0.3109,0.058,1.4737,0.3856,38.6584
000089,深圳机场,0.3109,0.057999999999999996,1.4737,0.3856,38.6584
000090,天健集团,0.0361,0.0069,0.3027,0.0096,1.5088
000096,广聚能源,0.0558,0.0193,0.3918,0.3293,39.4791
000099,中信海直,-0.475,-0.0749,-4.7096,-0.1628,-49.4115
000100,TCL集团,0.0862,0.044000000000000004,2.3371,0.0653,9.6228
000100,TCL集团,0.0862,0.044,2.3371,0.0653,9.6228
000150,宜华健康,-0.1331,-0.025,-1.2206,-0.0386,-5.154
000151,中成股份,0.2115,0.1452,5.1014,0.2527,25.362
000153,丰原药业,0.0307,0.02,0.9104,0.0357,3.8047
000155,川化股份,-0.0661,-0.0424,-1.2317,-0.0976,-23.6591
