code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002635,安洁科技,电脑设备,江苏,47.97,2.12,3.89,325607.41,192138.19,81693.36,125418.9,3.23,0.996,6.66,7.17,20111125,87392.5,2.25,-2.81,26.08,36.14,21.18,20000
300178,腾邦国际,旅游服务,深圳,53.68,5.28,5.56,449409.69,317606.28,19362.4,36872.85,0.66,0.222,2.75,5.79,20110215,62090.51,1.12,22.53,16.24,48.25,14.23,48060
600749,西藏旅游,旅游景点,西藏,0.0,1.89,1.89,132495.11,10243.36,61427.35,43987.94,2.33,-0.503,2.85,7.16,19961015,-9504.5,-0.5,-16.97,-1876.28,35.35,-75.35,20303
300170,汉得信息,软件服务,上海,44.17,6.48,8.62,246145.95,189975.34,30915.19,57696.96,0.67,0.2,2.47,4.58,20110201,74677.31,0.87,32.02,12.64,35.05,14.27,57868
000503,海虹控股,医疗保健,海南,1157.65,8.99,8.99,149226.98,111427.36,4702.73,2317.08,0.03,0.031,1.58,22.81,19921130,59828.36,0.67,11.87,21.5,32.09,12.92,42230
600250,南纺股份,商贸代理,江苏,0.0,2.59,2.59,160991.63,73364.09,7655.07,19247.6,0.74,-0.198,1.07,12.67,20010306,-25849.92,-1.0,-14.15,-6.62,4.31,-7.46,14527
002130,沃尔核材,电气设备,深圳,69.63,4.32,6.26,452741.31,146953.81,85345.36,2826.04,0.05,0.16,3.0,4.51,20070420,103141.75,1.65,14.52,-76.3,30.56,7.14,95886
002550,千红制药,生物制药,江苏,35.26,8.53,12.8,286476.09,184381.27,9563.03,6661.31,0.05,0.144,1.85,3.66,20110218,87596.63,0.68,3.13,-8.57,64.27,34.17,70163
603166,福达股份,汽车配件,广西,118.53,1.5,5.92,352654.22,174816.44,146127.7,103397.56,1.75,0.11,3.46,4.53,20141127,38746.26,0.65,1.52,65.77,27.01,8.21,24227
601015,陕西黑猫,焦炭加工,陕西,38.6,4.44,9.3,1065325.63,488307.31,373535.56,64488.21,0.69,0.232,2.94,3.04,20141105,103317.45,1.11,6.51,176.75,15.49,3.88,44989
600131,岷江水电,水力发电,四川,34.32,3.97,5.04,237917.42,16027.15,145664.52,4714.3,0.09,0.326,2.07,5.38,19980402,33807.62,0.67,21.44,29.56,18.96,14.44,46759
002749,国光股份,农药化肥,四川,40.76,0.19,0.75,94887.99,64881.26,1640.31,33063.55,4.41,1.685,11.77,7.78,20150320,42437.26,5.66,-4.54,6.94,51.21,25.05,10877
002773,康弘药业,中成药,四川,60.38,0.68,6.75,375815.66,287617.09,40880.55,63165.1,0.94,0.74,4.3,10.33,20150626,154359.31,2.29,22.45,26.14,90.41,19.56,10187
600793,宜宾纸业,造纸,四川,0.0,1.05,1.05,362327.94,57171.8,213963.02,10537.1,1.0,-0.443,0.03,1293.1,19970220,-21090.32,-2.0,416841.22,-279.84,4.24,-22.67,4759
600346,恒力股份,化纤,辽宁,21.27,6.68,28.26,1969875.63,869198.0,995853.19,90722.06,0.32,0.45,2.07,4.28,20010820,187495.22,0.66,3.96,91.58,13.46,6.13,34200
600820,隧道股份,建筑施工,上海,24.88,31.44,31.44,6274625.5,3182145.5,225921.2,682870.25,2.17,0.334,5.48,2.02,19940128,604388.56,1.92,9.57,12.26,11.67,5.96,197828
002200,云投生态,环境保护,云南,106.37,1.08,1.84,328862.94,277876.66,11471.75,77252.6,4.2,0.187,4.62,5.74,20071221,-14712.57,-0.8,17.73,598.58,31.89,5.2,13912
002170,芭田股份,农药化肥,深圳,44.48,6.64,8.9,410930.28,116852.38,150000.13,34961.18,0.39,0.148,2.22,3.96,20070919,62696.11,0.7,-17.31,0.1,23.7,8.49,72812
601388,怡球资源,铝,江苏,0.0,20.25,20.25,419278.88,282600.53,95723.3,8520.78,0.04,-0.003,1.05,4.18,20120423,10247.46,0.05,-6.6,-136.45,9.43,-0.25,74513
600896,览海投资,水运,海南,0.0,5.77,8.69,508551.41,133630.95,284955.66,186857.0,2.15,-0.22,3.17,3.45,19960503,-17329.09,-0.2,-4.61,-298.65,7.24,-26.54,49848
300146,汤臣倍健,食品,广东,30.0,8.71,14.7,532835.81,322951.09,60158.3,199443.55,1.36,0.37,3.18,3.43,20101215,100364.46,0.68,1.9,-15.78,64.4,23.18,52884
600682,南京新百,百货,江苏,101.88,7.26,11.01,1851026.25,819212.44,302808.16,23433.7,0.21,0.48,3.16,11.71,19931018,108678.72,0.99,2.67,9.1,35.91,2.46,17336
002430,杭氧股份,化工机械,浙江,0.0,8.1,8.32,991370.13,436918.41,458001.91,88341.99,1.06,-0.34,4.06,2.68,20100610,134378.8,1.62,-16.76,-296.12,14.25,-5.72,29584
600704,物产中大,商贸代理,浙江,18.84,8.92,28.71,8407020.0,5951649.0,477170.91,545799.13,1.9,0.37,6.76,1.61,19960606,591665.81,2.06,6.77,5.01,3.67,0.91,89345
000909,数源科技,综合类,浙江,157.12,2.94,3.12,467958.91,425132.94,2141.4,22302.36,0.71,0.073,2.61,5.81,19990507,20085.47,0.64,-36.03,0.72,12.22,2.25,39828
300113,顺网科技,互联网,浙江,34.22,4.42,6.87,341211.78,148182.69,7196.85,62933.05,0.92,0.758,3.58,7.24,20100827,97332.96,1.42,66.49,82.43,75.22,30.62,34734
002612,朗姿股份,服饰,北京,42.19,2.1,4.0,442292.19,190808.25,48343.87,145417.86,3.64,0.41,6.16,2.81,20110830,53377.73,1.33,19.53,120.28,54.96,11.99,34145
000065,北方国际,建筑施工,北京,88.72,4.01,5.13,955243.19,817014.25,12335.92,91439.47,1.78,0.311,5.05,7.27,19980605,80937.18,1.58,94.53,55.38,9.69,4.81,16620
002649,博彦科技,软件服务,北京,61.49,1.38,1.76,266572.59,148143.31,21093.2,124796.85,7.07,0.7,10.54,3.88,20120106,59879.58,3.39,12.57,-35.23,29.6,6.06,33174
300464,星徽精密,机械基件,广东,94.5,0.89,2.1,79588.88,34513.8,26164.1,12414.78,0.59,0.136,2.38,7.23,20150610,15991.67,0.76,15.41,21.45,23.41,8.53,18139
603598,引力传媒,影视音像,北京,137.55,0.97,2.71,89145.15,81232.72,416.73,6263.56,0.23,0.105,2.2,8.76,20150527,24842.42,0.92,-7.45,6.3,8.79,2.31,21904
600839,四川长虹,家用电器,四川,28.33,46.11,46.16,5776148.5,4206820.0,545137.19,390900.69,0.85,0.113,2.73,1.56,19940311,407924.44,0.88,5.53,205.37,14.85,1.08,376986
300102,乾照光电,半导体,福建,123.63,6.1,7.05,329733.31,174598.56,139896.41,150321.69,2.13,0.069,3.55,2.39,20100812,24580.3,0.35,87.09,153.63,21.75,4.21,42211
600326,西藏天路,建筑施工,西藏,33.48,6.66,6.66,675050.06,379874.72,144504.06,100371.21,1.51,0.38,3.59,3.55,20010116,62505.35,0.94,19.85,73.03,27.55,10.12,82885
300125,易世达,电气设备,辽宁,0.0,0.9,1.18,173418.31,85924.78,58555.13,81123.32,6.87,-0.528,8.76,3.15,20101013,7978.37,0.68,-56.57,-875.42,18.58,-38.29,5898
603339,四方冷链,专用机械,江苏,59.76,0.52,2.07,147819.31,128272.38,11410.98,48264.26,2.33,0.46,6.11,5.18,20160519,54815.28,2.65,0.0,0.0,31.26,17.48,34368
002543,万和电气,家用电器,广东,23.65,3.37,4.4,457942.44,304197.84,76841.21,124897.3,2.84,0.667,6.33,3.32,20110128,99997.56,2.27,12.21,14.64,34.58,8.5,19074
000949,新乡化纤,化纤,河南,68.89,10.27,12.58,569716.75,215234.84,271709.06,169223.42,1.35,0.11,2.84,2.22,19991021,41495.46,0.33,19.96,-16.84,13.56,3.13,53044
600058,五矿发展,商贸代理,北京,541.61,10.72,10.72,2508591.75,2067779.75,134119.38,417867.06,3.9,0.027,4.67,3.14,19970528,-122742.97,-1.15,-34.3,100.73,5.48,0.07,80150
002214,大立科技,电器仪表,浙江,173.58,3.64,4.59,124967.45,98400.81,9554.87,19816.56,0.43,0.072,2.13,5.88,20080218,27531.5,0.6,5.06,2.03,48.95,9.75,35158
601965,中国汽研,汽车服务,重庆,29.42,9.61,9.61,478118.69,265348.13,160114.42,141141.02,1.47,0.354,4.18,2.49,20120611,146776.81,1.53,37.56,9.42,32.96,20.56,29423
000668,荣丰控股,区域地产,上海,0.0,1.47,1.47,196979.73,194050.31,432.26,8046.56,0.55,-0.273,4.12,5.04,19961210,26628.69,1.81,-44.11,-536.58,64.67,-1026.45,7583
002086,东方海洋,渔业,山东,92.99,4.76,6.88,384309.47,172856.88,136313.88,158567.48,2.31,0.111,4.16,2.49,20061128,51091.35,0.74,4.76,53.36,24.64,10.84,27985
002289,*ST宇顺,元器件,深圳,0.0,1.47,1.87,199699.52,135008.67,46604.68,179869.52,9.63,-1.163,1.89,12.02,20090903,-165009.11,-8.83,-55.42,-9843.82,6.38,-21.14,19000
300325,德威新材,塑料,江苏,88.03,7.94,10.17,319041.13,248537.17,37504.78,5960.08,0.06,0.06,1.43,4.34,20120601,37955.34,0.37,22.5,5.29,13.12,3.86,20358
600703,三安光电,半导体,湖北,33.74,40.78,40.78,2299999.75,1139253.5,642813.94,707721.81,1.74,0.367,4.11,4.01,19960528,530223.63,1.3,24.55,3.39,38.26,33.34,85988
002198,嘉应制药,中成药,广东,268.09,4.65,5.08,105593.55,31313.16,26297.4,12340.65,0.24,0.04,1.87,7.68,20071218,29696.78,0.59,-13.79,-50.89,74.79,7.43,25331
603660,苏州科达,通信设备,江苏,260.0,0.5,2.5,95091.3,77222.65,7630.92,3052.75,0.12,0.095,3.15,10.43,20161201,39285.68,1.57,0.0,0.0,66.92,2.73,49529
603328,依顿电子,元器件,广东,31.21,0.98,4.98,552305.56,462368.91,85970.43,146650.92,2.94,0.85,9.16,3.8,20140701,245326.59,4.92,-2.03,26.42,29.84,19.38,21299
601007,金陵饭店,酒店餐饮,江苏,103.42,3.0,3.0,305919.56,85753.21,135788.84,40387.53,1.35,0.139,4.66,3.08,20070406,60657.2,2.02,9.97,-21.61,60.38,4.99,20909
000404,华意压缩,专用机械,江西,22.67,5.58,5.6,810249.38,626839.0,135793.22,110347.9,1.97,0.451,4.37,2.34,19960619,74811.21,1.34,1.59,15.79,13.72,3.62,32481
002515,金字火腿,食品,浙江,357.37,3.62,6.11,143319.88,60895.43,37637.46,54244.55,0.89,0.034,2.21,7.37,20101203,17066.39,0.28,-21.1,-8.19,29.76,17.72,43036
601898,中煤能源,煤炭开采,北京,39.97,91.52,132.59,24184878.0,4454134.0,8402103.0,3813760.0,2.88,0.153,6.48,0.94,20080201,2909957.25,2.19,2.3,180.42,33.5,3.34,194062
000850,华茂股份,纺织,安徽,58.4,9.43,9.44,779544.06,127357.22,182513.55,2107.6,0.02,0.104,4.88,1.25,19981007,144758.98,1.53,1.81,21.71,9.0,5.02,49430
300205,天喻信息,元器件,湖北,148.32,4.26,4.3,176795.13,144664.17,19881.01,41568.71,0.97,0.072,2.61,5.44,20110421,22197.09,0.52,15.41,382.46,29.19,2.66,25131
002411,必康股份,化学制药,江苏,40.45,2.81,15.32,1686290.0,833779.69,101368.11,489151.31,3.19,0.48,5.25,4.62,20100525,102757.25,0.67,121.05,173.73,54.03,25.92,23148
002071,长城影视,影视音像,江苏,43.25,3.21,5.25,282047.34,142519.67,10608.28,-55123.96,-1.05,0.21,1.31,9.25,20061012,71419.57,1.36,90.52,40.3,32.62,12.67,44521
002481,双塔食品,食品,山东,74.97,12.23,12.63,447053.44,273726.91,96623.15,61699.26,0.49,0.081,2.1,3.83,20100921,70063.27,0.55,34.03,-39.23,18.81,8.53,54011
601128,常熟银行,银行,江苏,25.78,2.22,22.23,12998152.0,0.0,84843.5,69600.7,0.31,0.51,4.43,2.72,20160930,164870.2,0.74,28.16,7.71,0.0,23.25,57391
300182,捷成股份,软件服务,北京,26.77,10.63,25.61,1267193.38,487982.31,16984.92,457534.44,1.79,0.39,3.51,2.87,20110222,172322.48,0.67,48.29,80.38,44.01,29.33,24000
300216,千山药机,医疗保健,湖南,429.89,2.67,3.61,318235.69,158218.3,44098.67,21622.02,0.6,0.052,2.78,10.74,20110511,37386.65,1.03,-0.93,-67.09,50.27,4.47,22346
300217,东方电热,电器仪表,江苏,90.43,8.7,12.73,224347.66,166657.59,42256.9,4206.16,0.03,0.033,1.42,2.81,20110518,43566.1,0.34,-17.91,-36.74,22.54,7.22,32294
002403,爱仕达,家用电器,浙江,36.75,2.89,3.5,315197.25,159301.0,53526.91,124542.7,3.56,0.3,5.9,2.36,20100511,42756.87,1.22,12.45,34.54,41.01,5.5,20707
002471,中超控股,电气设备,江苏,67.51,12.58,12.68,851159.0,643701.88,118886.2,2718.4,0.02,0.088,1.43,4.16,20100910,45497.19,0.36,20.36,0.55,14.49,1.8,112242
600285,羚锐制药,中成药,河南,15.66,5.35,5.92,306888.63,151063.05,52570.48,55165.9,0.93,0.58,3.5,3.4,20001018,62652.2,1.06,28.21,222.11,67.64,32.27,36485
600962,国投中鲁,软饮料,北京,996.99,2.54,2.62,156486.63,86599.86,56859.4,52681.81,2.01,0.013,3.13,5.7,20040622,-734.97,-0.03,-4.39,13.61,20.25,0.54,16150
300024,机器人,专用机械,辽宁,82.76,15.14,15.6,708039.0,523093.06,51660.19,265032.78,1.7,0.263,3.57,6.11,20091030,114675.9,0.73,20.65,4.04,31.74,20.2,148600
600216,浙江医药,化学制药,浙江,21.18,9.36,9.63,845151.81,359723.94,294189.0,90958.93,0.94,0.43,7.38,1.61,19991021,390740.56,4.06,17.51,114.42,27.43,10.2,50872
000599,青岛双星,汽车配件,山东,49.42,6.28,6.75,732849.5,376937.03,135027.97,119546.46,1.77,0.12,3.89,2.03,19960430,70431.03,1.04,70.29,92.43,14.74,2.2,64610
600629,华建集团,建筑施工,上海,47.14,3.48,4.32,418023.44,353586.53,13237.12,18878.18,0.44,0.315,2.46,8.03,19930209,51674.03,1.2,-5.83,74.4,27.9,4.83,14430
002001,新 和 成,化学制药,浙江,17.9,10.73,10.89,1141038.63,573674.06,312061.5,71803.31,0.66,1.104,7.4,2.67,20040625,567432.13,5.21,22.86,199.11,45.43,25.61,44800
600035,楚天高速,路桥,湖北,26.06,14.53,17.31,888680.69,56137.03,51846.73,35862.55,0.21,0.27,2.98,1.98,20040310,168828.48,0.98,3.41,-9.12,65.04,30.68,82554
002737,葵花药业,中成药,黑龙江,62.98,1.2,2.92,381153.19,210087.22,119654.42,116691.36,4.0,0.42,8.4,4.2,20141230,86661.0,2.97,0.49,-38.54,55.78,5.76,36817
000659,珠海中富,广告包装,广东,0.0,12.86,12.86,309704.34,89988.17,179766.56,26524.8,0.21,-0.062,0.76,7.75,19961203,-94058.47,-0.73,-13.89,-868.63,18.55,-5.88,70820
600200,江苏吴中,综合类,江苏,140.4,6.67,7.22,596056.06,387463.34,64814.4,144290.7,2.0,0.09,4.27,3.66,19990401,30937.96,0.43,40.46,195.62,9.72,2.01,70563
002230,科大讯飞,软件服务,安徽,96.3,11.64,13.26,1041394.19,553288.56,105969.35,412127.0,3.11,0.365,5.37,6.55,20080512,151369.44,1.14,32.78,13.9,50.52,14.59,124178
600713,南京医药,医药商业,江苏,38.83,6.94,8.97,1396183.38,1242720.13,72602.38,117182.61,1.31,0.201,2.93,2.67,19960701,40291.67,0.45,7.69,15.02,5.88,0.67,73583
000662,天夏智慧,软件服务,广西,89.43,2.88,8.41,534542.69,158231.72,25781.9,385067.06,4.58,0.24,5.75,3.37,19961216,8358.53,0.1,96.94,39522.08,30.13,20.85,17205
600851,海欣股份,纺织,上海,65.52,7.38,12.07,565449.0,109599.07,34865.15,43522.48,0.36,0.132,3.55,3.25,19940404,33627.7,0.28,-6.44,25.04,24.39,21.76,80651
300384,三联虹普,纺织机械,北京,64.99,0.5,1.49,118990.47,60505.11,11555.08,26329.5,1.76,0.463,5.42,7.4,20140801,35352.87,2.37,-34.09,-28.52,61.72,38.21,18871
600380,健康元,化学制药,深圳,30.39,15.62,15.86,1643371.88,851407.19,433769.34,112398.67,0.71,0.236,3.44,2.77,20010608,257208.41,1.62,13.99,-15.13,62.95,5.07,131929
600810,神马股份,化纤,河南,42.33,4.42,4.42,889234.63,402275.31,208598.38,179925.75,4.07,0.168,5.57,1.71,19940106,-1722.1,-0.04,-22.96,773.64,7.76,1.0,26168
002014,永新股份,塑料,安徽,25.19,2.3,3.36,227692.5,144545.17,73796.68,59868.15,1.78,0.604,5.14,2.96,20040708,62418.21,1.86,2.99,6.68,23.32,10.65,17618
002345,潮宏基,服饰,广东,37.12,8.33,8.45,466311.19,304966.88,24154.95,90478.38,1.07,0.23,3.13,3.64,20100128,81358.71,0.96,0.78,0.47,39.21,9.41,38625
002294,信立泰,化学制药,深圳,21.29,4.88,10.46,653413.94,365069.88,98010.88,18193.82,0.17,1.335,5.12,5.55,20090910,360529.97,3.45,10.23,10.31,75.22,36.43,33866
300243,瑞丰高材,化工原料,山东,102.82,1.33,2.06,116783.1,65784.24,24632.01,4168.81,0.2,0.11,2.35,6.41,20110712,21858.1,1.06,2.84,-31.95,28.21,3.59,11587
300502,新易盛,通信设备,四川,65.25,0.41,0.78,116733.67,90909.3,19657.99,45654.96,5.88,1.13,12.51,7.21,20160303,39962.93,5.15,0.0,0.0,27.33,15.8,14890
002768,国恩股份,塑料,山东,44.79,0.87,2.4,163926.86,105845.57,28530.55,22617.92,0.94,0.545,3.46,7.06,20150630,32566.65,1.36,71.03,81.23,19.05,10.21,26009
603688,石英股份,矿物制品,江苏,67.14,0.8,2.25,123808.72,73366.34,34218.37,57053.16,2.54,0.229,5.18,3.96,20141031,33402.3,1.49,7.68,-14.54,36.79,16.36,20136
600327,大东方,百货,江苏,22.83,5.22,5.67,537305.31,244300.8,92686.9,42500.68,0.75,0.33,5.04,1.85,20020625,99199.53,1.75,4.88,33.31,12.42,2.69,30866
600444,国机通用,塑料,安徽,450.56,1.05,1.46,86446.65,58447.3,23383.63,40221.51,2.75,0.034,2.27,9.02,20040219,-23310.89,-1.59,-2.65,-65.13,17.66,1.18,6808
300328,宜安科技,铝,广东,148.75,4.1,4.1,113292.86,63809.73,42071.75,7189.71,0.18,0.075,1.78,6.26,20120619,21769.23,0.53,1.4,-42.93,28.26,5.45,23002
600617,国新能源,供气供热,山西,24.42,8.98,10.85,2008651.63,392126.34,700528.13,95763.63,0.88,0.342,3.44,3.23,19921013,158032.88,1.46,-3.31,2.06,25.1,8.0,38043
300337,银邦股份,铝,江苏,551.84,7.08,8.22,253193.67,99243.05,131650.94,57138.86,0.7,0.013,1.87,4.96,20120718,10426.67,0.13,8.97,117.15,6.1,0.92,17945
000667,美好置业,全国地产,云南,14.24,25.4,25.6,1799554.0,1685627.25,34957.59,154742.27,0.6,0.26,2.53,1.46,19961205,212235.55,0.83,11.24,55.27,36.06,12.77,235400
002484,江海股份,元器件,江苏,62.14,4.9,6.27,347793.88,259872.02,61800.2,156767.56,2.5,0.26,4.74,3.11,20100929,64517.03,1.03,12.13,15.47,25.82,12.18,15957
002203,海亮股份,铜,浙江,29.24,14.45,16.92,1159477.88,671997.75,90775.15,21689.92,0.13,0.234,2.47,3.7,20080116,221368.0,1.31,26.79,31.3,7.28,3.12,47116
002159,三特索道,旅游景点,湖北,0.0,1.34,1.39,257439.34,41826.96,118221.97,46090.37,3.32,-0.389,5.93,4.92,20070817,16008.12,1.15,5.3,-225.42,51.19,-11.95,8727
002283,天润曲轴,汽车配件,山东,42.12,11.22,11.23,512367.09,182180.09,274442.34,131836.06,1.17,0.173,3.17,2.3,20090821,100479.52,0.9,7.79,29.31,28.53,10.67,65333
002517,恺英网络,互联网,福建,32.57,2.12,7.18,405919.47,328789.13,1803.42,217558.59,3.03,1.0,4.73,6.55,20101207,106854.82,1.49,16.29,4.11,63.52,25.06,14898
601988,中国银行,银行,北京,6.51,2107.66,2943.88,1814888832.0,0.0,19489700.0,14197200.0,0.48,0.54,4.46,0.82,20060705,56033900.0,1.9,1.96,-3.67,0.0,34.03,860471
300438,鹏辉能源,电气设备,广东,75.21,1.25,2.81,171799.73,108809.57,34095.71,25416.42,0.9,0.308,3.57,8.67,20150424,37002.84,1.32,52.39,65.35,23.86,10.16,23264
002433,太安堂,中成药,广东,38.38,6.75,7.71,655833.63,429565.91,87253.05,295087.5,3.83,0.213,5.92,1.84,20100618,81461.1,1.06,34.49,21.06,26.22,7.59,58061
000886,海南高速,路桥,海南,85.71,9.65,9.89,312951.13,207480.56,13358.38,94393.02,0.95,0.048,2.59,2.11,19980123,26716.3,0.27,-11.49,-27.1,67.6,32.84,83295
600667,太极实业,半导体,江苏,285.64,11.91,21.06,506275.41,179150.88,249310.16,30518.89,0.14,0.019,1.41,5.16,19930728,14225.22,0.07,-10.38,1664.38,12.17,1.35,59147
300118,东方日升,半导体,浙江,15.87,4.68,6.77,1099886.5,733184.19,247755.67,225961.7,3.34,0.8,5.42,3.0,20100902,71693.15,1.06,42.65,162.95,22.33,12.46,49298
600083,博信股份,建筑施工,广东,645.57,2.27,2.3,13035.35,10456.53,279.95,9643.53,0.42,0.021,0.25,72.07,19970606,-27390.35,-1.19,-12.84,-54.22,31.74,6.74,15418
000980,金马股份,汽车配件,安徽,98.28,5.28,5.28,411314.03,313148.16,59796.07,126699.97,2.4,0.164,4.08,3.96,20000616,33661.56,0.64,4.16,43.85,23.42,5.12,54375
000417,合肥百货,百货,安徽,24.65,7.79,7.8,919854.13,509659.94,139383.05,30882.48,0.4,0.363,4.58,1.96,19960812,176356.44,2.26,-0.3,8.06,19.89,2.91,40134
002177,御银股份,电脑设备,广东,121.71,6.22,7.61,195810.75,76654.6,27023.3,2967.95,0.04,0.044,2.22,3.23,20071101,84789.63,1.11,-26.96,-45.3,35.85,5.65,109138
002202,金风科技,电气设备,新疆,14.6,21.58,27.36,6443716.5,3309662.0,1709355.75,818529.5,2.99,1.08,7.3,2.2,20071226,657900.31,2.41,-12.2,5.39,29.26,11.38,142564
600512,腾达建设,建筑施工,浙江,101.07,9.71,15.99,782091.94,598904.19,9981.24,257472.22,1.61,0.07,2.91,1.84,20021226,29042.05,0.18,5.04,394.37,12.02,2.75,87105
002064,华峰氨纶,化纤,浙江,0.0,15.13,16.77,515867.91,184729.98,229247.16,1968.8,0.01,-0.216,1.76,3.03,20060823,99105.95,0.59,3.59,-242.52,17.07,-18.47,78296
002228,合兴包装,广告包装,福建,58.55,10.39,10.43,336296.69,188645.72,84593.21,1289.56,0.01,0.067,1.53,3.41,20080508,51239.8,0.49,17.93,-24.75,17.39,2.82,37052
603589,口子窖,白酒,安徽,22.05,2.94,6.0,535764.94,353581.06,113501.02,97688.22,1.63,1.187,6.95,5.02,20150629,239462.13,3.99,10.48,32.21,72.6,30.51,42243
300284,苏交科,建筑施工,江苏,33.0,3.36,5.55,748233.25,412961.91,35078.34,108488.75,1.95,0.435,5.1,3.75,20120110,109180.4,1.97,39.69,20.47,31.37,11.67,16513
000712,锦龙股份,多元金融,广东,59.58,8.96,8.96,2616800.25,2122228.75,5781.0,71395.3,0.8,0.408,4.08,5.95,19970415,182906.3,2.04,-24.54,-59.97,99.77,16.53,67057
600981,汇鸿集团,商贸代理,江苏,25.99,2.42,22.42,3371049.5,2313552.75,105398.36,84286.9,0.38,0.25,3.62,2.4,20040630,102726.4,0.46,-29.61,-23.56,4.98,2.64,42442
002792,通宇通讯,通信设备,广东,41.27,0.71,2.26,249975.63,220052.25,14056.62,73251.21,3.24,0.692,7.89,4.83,20160328,76158.46,3.37,-3.68,-13.5,38.91,16.53,23198
600006,东风汽车,汽车整车,湖北,45.69,20.0,20.0,1967963.75,1258006.63,297855.38,61461.46,0.31,0.114,3.26,2.12,19990727,317328.66,1.59,-9.17,-31.56,15.0,2.17,142371
600452,涪陵电力,水力发电,重庆,47.63,1.6,1.6,374249.09,52702.01,289047.31,36637.96,2.29,1.05,5.57,8.97,20040303,28896.02,1.81,33.22,-9.76,13.36,10.09,6836
002183,怡 亚 通,仓储物流,深圳,36.03,20.98,20.99,3792846.5,3070407.5,84422.56,119561.2,0.57,0.21,2.53,4.08,20071113,142125.0,0.68,74.01,29.38,6.52,1.09,122799
300341,麦迪电气,电气设备,福建,46.2,3.69,5.1,113434.01,70418.13,22611.51,8131.88,0.16,0.223,1.94,5.3,20120726,33121.9,0.65,2.5,19.96,40.01,15.53,17457
002386,天原集团,化工原料,四川,104.4,6.72,6.72,1422792.88,427677.56,623620.13,185366.23,2.76,0.082,6.05,1.42,20100409,128383.71,1.91,16.8,237.0,7.39,0.44,56673
300546,雄帝科技,元器件,深圳,120.65,0.13,0.53,67227.56,62856.9,1003.75,23485.13,4.4,0.81,10.3,9.48,20160928,23670.38,4.44,0.0,0.0,53.64,18.65,24373
600993,马应龙,中成药,湖北,34.78,4.3,4.31,254102.45,184866.47,38023.92,11880.46,0.28,0.48,4.42,5.04,20040517,108262.4,2.51,11.08,11.59,38.27,14.67,44271
002394,联发股份,纺织,江苏,17.61,3.24,3.24,473760.09,255165.2,136361.59,96356.81,2.98,0.729,8.32,2.06,20100423,123379.4,3.81,3.78,32.69,21.35,8.66,18082
603991,至正股份,塑料,上海,108.89,0.19,0.75,46582.14,26469.76,2225.7,8911.82,1.2,0.503,4.41,12.41,20170308,9107.85,1.22,16.69,11.27,27.33,10.67,17382
002739,万达院线,影视音像,北京,48.44,4.23,11.74,1909183.75,383308.13,214211.59,459088.41,3.91,1.164,8.85,6.37,20150122,399559.38,3.4,40.1,15.23,32.75,12.19,98963
600779,水井坊,白酒,四川,62.76,4.89,4.89,195792.47,138018.36,44086.8,39950.6,0.82,0.305,2.85,8.95,19961206,15043.52,0.31,28.38,110.6,74.71,18.77,41764
601009,南京银行,银行,江苏,8.52,57.64,60.59,102321760.0,0.0,511091.0,1518646.25,2.51,1.048,10.17,1.17,20070719,1694453.25,2.8,26.84,22.67,0.0,30.16,85675
601177,杭齿前进,机械基件,浙江,546.73,4.0,4.0,388549.78,182622.72,107559.92,86056.52,2.15,0.016,4.07,2.92,20101011,30618.38,0.77,-2.44,121.83,19.82,0.58,20072
000860,顺鑫农业,白酒,北京,30.45,5.63,5.71,1783458.25,1309994.63,328329.94,279849.69,4.9,0.723,11.82,1.86,19981104,195386.7,3.42,16.18,9.65,34.54,3.68,43451
002765,蓝黛传动,汽车配件,重庆,50.68,0.71,2.14,220410.66,130858.36,49179.51,67200.53,3.14,0.62,5.01,6.08,20150612,23046.34,1.08,48.16,73.73,24.38,11.08,17573
300378,鼎捷软件,软件服务,上海,130.1,2.61,2.63,178220.73,97831.6,46589.35,59163.57,2.25,0.156,4.43,4.58,20140127,31108.89,1.18,11.75,252.23,82.43,3.6,19000
600429,三元股份,乳制品,北京,55.45,8.85,14.98,805041.56,471809.59,203459.91,426153.41,2.85,0.114,3.86,2.19,20030915,-6047.53,-0.04,3.21,328.53,30.73,4.9,30949
600091,ST明科,化工原料,内蒙,246.11,3.37,4.37,126241.1,86495.71,1169.18,167037.94,3.82,0.034,2.03,4.16,19970704,-128286.4,-2.93,28.21,-55.62,2.11,53.19,22208
002580,圣阳股份,电气设备,山东,69.42,1.69,2.22,204596.13,148732.92,41739.09,67195.3,3.03,0.243,5.34,3.16,20110506,25197.71,1.14,12.46,63.7,22.69,3.47,21023
002019,亿帆医药,化学制药,浙江,26.37,5.6,11.01,698350.44,241051.92,78182.02,116271.92,1.06,0.64,3.2,5.27,20040713,135301.13,1.23,43.93,95.46,50.55,20.11,48066
002380,科远股份,电气设备,江苏,85.69,1.05,2.4,219325.5,176089.5,33852.3,138953.41,5.79,0.23,8.07,3.13,20100331,26781.0,1.12,18.24,35.12,43.38,16.69,18403
300115,长盈精密,元器件,深圳,37.85,8.99,9.03,818256.19,441624.06,239987.22,125922.51,1.39,0.757,4.41,6.5,20100902,167069.94,1.85,57.36,52.02,27.96,11.17,12854
