code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
601901,方正证券,证券,湖南,27.07,62.9,82.32,15233874.0,0.0,49128.93,1642602.88,2.0,0.312,4.3,1.96,20110810,699946.25,0.85,-28.91,-36.78,0.0,33.11,310100
002254,泰和新材,化纤,山东,118.18,6.11,6.11,252096.88,138186.23,101992.57,23157.32,0.38,0.08,3.25,3.9,20080625,84427.13,1.38,-5.08,-39.85,15.19,4.41,33000
601966,玲珑轮胎,汽车配件,山东,29.41,2.0,12.0,1686478.25,628793.0,909712.81,266548.47,2.22,0.73,6.41,3.96,20160706,341448.66,2.85,0.0,0.0,29.44,10.47,111962
002770,科迪乳业,乳制品,河南,66.28,2.71,5.76,225534.27,78141.3,97213.21,17491.1,0.3,0.12,2.1,5.04,20150630,38405.55,0.67,19.22,-3.41,31.68,11.58,43843
000665,湖北广电,影视音像,湖北,29.74,4.61,6.36,785463.94,62419.9,433331.44,346742.94,5.45,0.374,8.77,1.69,19961210,134727.06,2.12,0.43,-13.49,45.16,14.09,23506
300071,华谊嘉信,广告包装,北京,34.59,4.29,6.83,344547.75,182876.56,3516.68,880.57,0.01,0.184,1.74,4.89,20100421,42716.7,0.63,3.76,12.92,17.62,4.97,25613
000511,*ST烯碳,矿物制品,辽宁,0.0,11.55,11.55,348693.53,257773.47,311.76,6361.47,0.06,-0.07,1.21,5.27,19930518,-856.55,-0.01,-32.83,-461.86,0.53,-13.56,184918
000889,茂业通信,通信设备,河北,45.99,4.45,6.22,292108.09,104548.34,6787.0,110461.8,1.78,0.278,3.87,4.4,19971218,59558.95,0.96,-21.65,50.2,24.14,13.26,23772
300497,富祥股份,化学制药,江西,38.08,0.57,1.12,120914.92,70798.85,30712.53,39603.69,3.53,1.2,7.23,8.26,20151222,27740.23,2.48,28.79,104.65,42.88,23.46,14079
000565,渝三峡Ａ,染料涂料,重庆,24.83,4.34,4.34,133266.59,75549.97,24292.51,5785.16,0.13,0.515,2.27,5.65,19940408,37118.65,0.86,263.59,54.58,7.58,9.48,52189
000005,世纪星源,房产服务,深圳,37.98,9.51,10.59,251982.77,98042.97,3480.51,63805.23,0.6,0.126,1.21,5.28,19901210,-43600.26,-0.41,665.99,548.35,28.94,38.17,137595
002219,恒康医疗,中成药,甘肃,88.92,7.19,18.65,529651.44,249268.3,114476.26,119104.32,0.64,0.108,2.09,6.13,20080306,77367.07,0.41,60.19,6.16,32.59,16.66,34763
600731,湖南海利,农药化肥,湖南,247.65,3.27,3.27,181981.25,80520.22,59788.96,48379.01,1.48,0.043,2.34,4.58,19960802,-8357.91,-0.26,6.97,2.86,23.77,1.25,23224
300157,恒泰艾普,石油开采,北京,1241.1,5.77,7.13,563452.38,272802.72,75572.17,237116.95,3.33,0.005,5.08,1.7,20110107,48275.51,0.68,70.57,-94.24,31.92,0.43,35677
002249,大洋电机,电气设备,广东,40.35,13.57,23.68,1451230.38,677172.19,214508.02,520783.81,2.2,0.23,3.62,2.4,20080619,81752.15,0.35,38.54,49.29,23.67,7.48,78041
000690,宝新能源,火力发电,广东,25.61,17.18,21.76,1312576.75,347296.13,378896.28,294483.0,1.35,0.28,3.74,2.33,19970128,247633.84,1.14,-15.82,9.83,40.47,22.85,116969
600432,*ST吉恩,小金属,吉林,0.0,8.11,16.04,1623786.13,416592.06,872208.63,627615.56,3.91,-0.377,2.91,2.25,20030905,-296976.72,-1.85,-31.19,6.51,8.17,-30.15,73034
000692,惠天热电,供气供热,辽宁,0.0,5.33,5.33,434134.44,161574.13,191256.23,38082.96,0.71,-0.086,2.46,2.68,19970227,25201.4,0.47,23.29,-24.23,5.74,-4.21,55357
000833,贵糖股份,造纸,广西,151.67,3.78,6.68,341917.06,155883.5,74483.4,134248.77,2.01,0.058,3.94,2.23,19981111,53040.53,0.79,3.27,-71.2,13.9,2.16,62438
000019,深深宝Ａ,软饮料,深圳,0.0,3.78,4.52,104281.38,42402.71,36560.14,36764.65,0.81,-0.061,2.01,7.67,19921012,3912.55,0.09,-9.28,-234.85,20.59,-12.17,70061
300396,迪瑞医疗,医疗保健,吉林,43.58,0.47,1.53,185835.31,74304.34,31800.05,40995.37,2.67,0.816,7.12,4.99,20140910,47744.2,3.11,33.73,15.57,62.61,16.49,10458
300153,科泰电源,电气设备,上海,258.27,3.2,3.2,159130.19,114472.7,19925.92,49463.78,1.55,0.045,2.93,5.32,20101229,10117.92,0.32,11.77,-21.55,21.69,2.59,33964
002367,康力电梯,运输设备,江苏,25.3,4.58,7.98,520883.19,316573.19,112075.76,116971.52,1.47,0.56,4.37,3.07,20100312,132542.92,1.66,1.34,-13.24,36.75,12.8,36841
600383,金地集团,全国地产,深圳,8.05,45.14,45.14,15363426.0,12474513.0,119519.65,361586.19,0.8,1.396,8.29,1.35,20010412,2688686.5,5.96,69.03,96.87,29.27,11.39,44324
002781,奇信股份,装修装饰,深圳,59.6,0.92,2.25,336550.44,328903.22,5117.87,71503.71,3.18,0.424,7.19,4.69,20151222,62312.61,2.77,-7.42,-18.02,15.78,4.07,25217
002012,凯恩股份,造纸,浙江,729.24,4.68,4.68,174860.91,98903.42,60613.76,27212.6,0.58,0.019,2.54,5.33,20040705,37847.59,0.81,5.61,-54.98,26.86,0.92,18667
601689,拓普集团,汽车配件,浙江,39.02,1.71,6.49,434501.44,232555.52,123054.8,145489.84,2.24,0.653,4.9,6.93,20150319,92016.93,1.42,23.71,44.51,30.23,16.14,35381
600241,时代万恒,商贸代理,辽宁,0.0,1.93,2.26,237794.22,143226.48,24978.46,37956.14,1.68,-0.043,3.1,5.11,20001128,6918.1,0.31,2.18,81.96,20.39,-1.04,19207
600824,益民集团,百货,上海,47.52,10.54,10.54,283248.09,109954.21,20525.46,15640.04,0.15,0.143,1.94,3.5,19940204,63760.26,0.6,-8.67,-21.85,23.73,5.31,85968
000536,华映科技,元器件,福建,49.72,7.77,17.29,1894357.75,1420949.75,174235.22,962838.5,5.57,0.39,7.49,1.52,19931126,108421.4,0.63,-18.36,160.37,15.14,8.92,38342
002080,中材科技,化纤,江苏,41.2,1.83,8.07,2057704.75,843481.31,958924.63,552837.88,6.85,0.53,9.9,2.07,20061120,143740.0,1.78,-2.26,-36.32,25.64,4.48,22245
000060,中金岭南,铅锌,深圳,77.97,22.12,22.13,1696910.63,578122.63,508427.94,147347.17,0.67,0.146,3.47,3.28,19970123,350148.5,1.58,-11.09,60.85,11.13,2.15,139725
600195,中牧股份,饲料,北京,30.94,4.3,4.3,585695.13,331467.34,147565.52,91407.75,2.13,0.499,7.39,2.79,19990107,158595.38,3.69,-11.81,-6.63,29.13,7.81,20856
002535,林州重机,工程机械,河南,373.38,5.2,8.02,663274.94,355794.25,161227.69,187527.31,2.34,0.018,3.68,1.87,20110111,18969.35,0.24,4.14,104.97,19.63,1.15,52386
300101,振芯科技,通信设备,四川,255.02,5.49,5.56,114658.88,81677.25,8759.38,4757.45,0.09,0.072,1.5,12.22,20100806,20883.07,0.38,-18.42,-48.89,53.34,9.16,53841
600183,生益科技,元器件,广东,26.64,14.41,14.41,953387.5,531345.69,365519.88,119805.01,0.83,0.519,3.51,3.94,19981028,173246.8,1.2,12.2,37.48,20.54,8.76,67762
000046,泛海控股,全国地产,北京,19.52,50.93,51.96,14479381.0,11228415.0,72465.86,570548.31,1.1,0.354,3.22,2.87,19940912,482568.16,0.93,230.62,34.48,44.28,12.6,39131
600615,丰华股份,小金属,上海,375.55,1.88,1.88,64684.0,58040.9,3958.43,43600.46,2.32,0.049,2.58,7.17,19920910,-20223.5,-1.08,28.67,159.79,24.87,8.79,13216
601636,旗滨集团,玻璃,湖南,14.44,24.72,26.05,1236562.13,241087.02,810981.94,146561.92,0.56,0.33,2.31,2.0,20110812,195350.41,0.75,34.66,387.39,29.34,12.0,104607
002101,广东鸿图,机械基件,广东,36.44,2.48,2.48,351204.19,150774.98,118704.21,116423.35,4.69,0.5,8.47,2.73,20061229,59366.78,2.39,14.99,32.76,23.93,6.33,22370
002521,齐峰新材,造纸,山东,40.53,4.3,4.95,422345.16,272467.63,126132.2,199038.47,4.02,0.287,6.88,1.69,20101210,80944.93,1.64,14.97,-47.45,16.3,5.24,38834
601211,国泰君安,证券,上海,14.43,47.74,76.25,41174904.0,0.0,284658.91,2937428.5,3.85,1.21,13.11,1.42,20150626,3455735.5,4.53,-31.47,-37.32,0.0,38.2,227070
300184,力源信息,元器件,湖北,160.21,2.89,5.41,174181.27,104104.8,21676.2,72602.21,1.34,0.12,3.11,4.51,20110222,14454.67,0.27,56.09,27.89,11.6,2.97,31000
000903,云内动力,机械基件,云南,40.83,7.91,8.79,810064.0,488943.69,190295.13,184127.27,2.1,0.173,4.7,2.0,19990415,85177.71,0.97,27.75,11.63,17.39,5.93,50353
600217,中再资环,环境保护,陕西,149.55,6.92,13.42,339095.91,273117.19,40252.48,-38920.2,-0.29,0.047,0.7,13.46,19991216,48227.62,0.36,-23.06,-45.76,48.97,7.16,32056
000676,智度股份,互联网,河南,79.58,3.14,9.66,625981.31,332109.69,947.6,350406.63,3.63,0.25,4.58,3.61,19961224,-11760.13,-0.12,496.44,977.68,19.59,10.18,47107
600969,郴电国际,水力发电,湖南,38.9,2.64,2.64,1029237.5,399307.22,417895.5,234206.59,8.86,0.325,11.94,1.41,20040408,49053.1,1.86,12.68,-8.7,16.93,4.48,17612
002615,哈尔斯,家居用品,浙江,40.92,1.54,2.74,126945.72,56261.55,31062.02,16182.13,0.59,0.31,2.59,6.52,20110909,23979.57,0.88,70.98,198.88,36.16,9.38,32377
002308,威创股份,电脑设备,广东,77.4,8.36,8.47,299219.88,107243.61,44751.85,65626.43,0.77,0.14,2.68,5.4,20091127,70096.8,0.83,23.54,156.67,57.55,15.88,40850
002125,湘潭电化,化工原料,湖南,230.12,2.23,3.46,207910.69,67049.71,94938.05,81962.52,2.37,0.04,3.02,4.01,20070403,-707.59,-0.02,-3.46,85.11,25.24,3.12,26351
000037,*ST南电A,火力发电,深圳,5.6,3.39,6.03,436370.41,265165.41,154456.27,36277.09,0.6,2.168,3.22,3.76,19940701,64427.2,1.07,17.03,305.9,8.33,83.01,32239
600584,长电科技,半导体,江苏,253.33,9.85,10.36,3014876.75,880897.38,1451678.88,240764.63,2.32,0.058,4.29,4.54,20030603,77153.06,0.74,102.76,-61.17,11.33,0.45,75350
600339,*ST油工,石油加工,新疆,0.0,5.78,55.83,258049.22,41721.92,188902.97,45029.26,0.08,-0.076,-0.64,-11.5,20001225,-150137.77,-0.27,24.68,-41.46,14.28,-24.52,56650
300015,爱尔眼科,医疗保健,湖南,57.67,7.89,10.1,406593.25,160194.02,76909.4,52944.05,0.52,0.56,2.75,11.56,20091030,135192.11,1.34,26.37,30.24,46.11,13.94,23601
002533,金杯电工,电气设备,湖南,32.08,5.05,5.53,312654.34,215256.67,62197.21,80845.06,1.46,0.305,4.03,2.43,20101231,79356.11,1.43,-3.42,15.68,16.93,5.41,52170
600213,亚星客车,汽车整车,江苏,56.67,2.2,2.2,352354.88,319247.63,24947.0,34209.4,1.55,0.197,0.5,29.7,19990831,-49676.05,-2.26,83.68,156.37,12.75,2.45,14574
000768,中航飞机,航空,陕西,166.4,27.69,27.69,3921683.5,3114158.5,531443.0,1013244.13,3.66,0.149,5.55,4.47,19970626,128930.47,0.47,8.32,3.27,7.13,1.58,160181
002063,远光软件,软件服务,广东,58.81,5.32,6.01,217332.09,160251.84,21393.26,23325.98,0.39,0.158,2.91,4.27,20060823,88481.24,1.47,6.41,-22.28,63.05,12.64,57476
300084,海默科技,石油开采,甘肃,1717.11,2.5,3.85,240973.2,131483.5,21507.3,124436.6,3.23,0.005,4.68,2.66,20100520,14495.35,0.38,-24.43,150.92,34.13,1.01,15557
002497,雅化集团,化工原料,四川,71.96,8.05,9.6,324013.91,91230.15,52792.78,37847.42,0.39,0.139,2.49,4.03,20101109,79518.25,0.83,17.57,12.89,41.81,8.47,79000
002408,齐翔腾达,化工原料,山东,35.43,16.76,17.75,855046.13,250978.97,371115.13,217425.55,1.22,0.283,3.32,3.03,20100518,165620.0,0.93,37.32,172.83,18.35,8.55,62570
600051,宁波联合,综合类,浙江,30.21,3.07,3.11,811162.5,596626.38,74004.15,14564.55,0.47,0.32,6.3,2.01,19970410,87147.71,2.8,25.36,-15.32,20.62,3.57,27667
002522,浙江众成,塑料,浙江,180.6,6.17,8.83,197005.38,75766.21,66289.75,27619.49,0.31,0.084,1.61,12.62,20101210,20385.45,0.23,4.88,88.74,39.55,19.59,44514
002414,高德红外,电器仪表,湖北,255.81,4.65,6.24,403224.81,247085.97,70781.96,206656.81,3.31,0.067,5.16,4.43,20100716,37643.26,0.6,30.97,5.93,56.23,8.68,18031
000627,天茂集团,保险,湖北,28.92,13.54,42.59,11320925.0,2040125.63,50660.5,660827.06,1.55,0.21,3.17,2.41,19961112,98680.18,0.23,-9.33,1610.35,13.28,239.12,96500
002731,萃华珠宝,服饰,辽宁,125.52,0.53,1.51,259338.72,228827.17,15585.51,40195.59,2.67,0.167,7.26,3.86,20141104,51152.76,3.39,-21.47,-51.71,11.83,1.35,13541
600639,浦东金桥,园区开发,上海,32.61,7.03,11.22,1814161.75,463552.75,100810.84,170896.13,1.52,0.549,7.7,2.33,19930326,325816.09,2.9,-2.02,30.8,64.78,41.98,90586
600027,华电国际,火力发电,山东,15.1,67.85,98.63,21011196.0,2106068.5,13939482.0,1315090.25,1.33,0.339,4.32,1.18,20050203,1654807.88,1.68,-10.8,-56.53,22.59,5.28,151763
002597,金禾实业,化工原料,安徽,20.96,5.54,5.64,429238.69,240499.22,135100.16,48549.3,0.86,0.97,4.37,4.69,20110707,120867.36,2.14,12.84,157.15,24.32,14.69,22634
002845,同兴达,元器件,深圳,128.9,0.24,0.96,171518.3,148252.63,19022.92,12223.2,1.27,0.419,5.65,12.73,20170125,19922.9,2.08,0.0,0.0,7.92,2.24,12730
002114,罗平锌电,铅锌,云南,80.43,2.72,3.23,189219.44,54880.25,57881.98,70135.68,2.17,0.31,3.31,6.23,20070215,-11812.92,-0.37,6.88,367.67,20.98,8.26,53581
300035,中科电气,工程机械,湖南,177.18,1.86,2.59,97409.28,69899.7,14401.63,37459.12,1.45,0.1,3.5,4.44,20091225,17279.51,0.67,-2.52,48.22,48.74,13.95,21044
600831,广电网络,影视音像,陕西,47.96,5.63,6.05,646137.0,181108.52,361260.63,115272.02,1.91,0.203,4.61,2.82,19940224,94146.9,1.56,2.46,22.62,35.52,6.82,41843
300274,阳光电源,电气设备,安徽,37.12,8.42,14.14,1058681.63,891998.31,73110.95,293294.69,2.07,0.23,4.03,2.58,20111102,117031.42,0.83,27.93,13.7,25.89,9.19,40867
002142,宁波银行,银行,浙江,8.4,34.52,39.0,83768928.0,0.0,334290.19,994823.63,2.55,1.627,11.65,1.56,20070719,1984291.75,5.09,27.01,19.22,0.0,35.36,86763
600103,青山纸业,造纸,福建,193.17,10.62,17.74,524511.94,329111.84,119709.4,134735.66,0.76,0.03,1.8,2.93,19970703,-14041.02,-0.08,10.68,140.88,18.36,2.09,89210
002539,云图控股,农药化肥,四川,49.29,4.07,10.1,827167.81,279661.56,368602.72,113637.7,1.13,0.161,3.03,3.48,20110118,83534.81,0.83,-5.74,1.28,16.93,3.45,36597
000702,正虹科技,饲料,湖南,0.0,2.67,2.67,63680.25,23757.21,28503.94,18257.84,0.68,-0.016,1.67,7.92,19970318,-5627.62,-0.21,-13.01,-150.32,9.27,-0.46,21255
600108,亚盛集团,农业综合,甘肃,142.67,19.47,19.47,757999.56,255338.55,128437.1,53895.9,0.28,0.028,2.4,2.21,19970818,172712.77,0.89,2.36,-49.15,20.28,3.7,180281
002589,瑞康医药,医药商业,山东,44.3,3.0,6.54,1565682.63,1285004.75,97791.92,487884.09,7.46,1.0,10.51,3.81,20110610,127613.2,1.95,60.19,150.39,15.67,3.78,13968
000551,创元科技,专用机械,江苏,85.85,4.0,4.0,401111.53,240217.02,83199.86,32609.74,0.82,0.124,4.01,2.67,19940106,50061.59,1.25,6.14,106.42,26.24,2.18,27738
603766,隆鑫通用,摩托车,重庆,20.76,8.26,8.45,920686.81,465620.44,202355.7,123397.86,1.46,0.78,6.93,3.09,20120810,344120.06,4.07,23.4,3.2,21.8,10.87,48791
300476,胜宏科技,元器件,广东,39.01,1.7,3.75,236174.05,148517.75,74886.75,57436.45,1.53,0.619,3.86,6.25,20150611,50293.45,1.34,41.5,83.4,27.32,12.77,19457
600397,安源煤业,煤炭开采,江西,0.0,9.9,9.9,914672.13,420846.19,287802.0,186459.81,1.88,-0.744,2.83,1.9,20020702,-39733.3,-0.4,-34.96,-2868.92,6.06,-28.52,75581
600343,航天动力,航空,陕西,468.69,6.38,6.38,435503.94,324675.06,76021.36,118932.22,1.86,0.046,3.44,6.34,20030408,31688.6,0.5,19.98,-40.55,11.35,1.64,78906
000671,阳 光 城,区域地产,福建,46.05,32.45,40.5,11210912.0,10946649.0,68075.85,362715.5,0.9,0.09,3.02,1.82,19961218,402445.5,0.99,-8.02,-45.64,28.62,4.87,53052
600210,紫江企业,广告包装,上海,25.49,14.37,15.17,1149718.75,516151.75,380949.06,37740.76,0.25,0.162,2.77,1.99,19990824,154814.63,1.02,1.61,59.01,20.73,3.75,135915
600776,东方通信,通信设备,浙江,116.25,9.56,12.56,369159.78,285537.56,19235.75,89252.81,0.71,0.054,2.35,3.54,19961126,70476.3,0.56,-23.78,-31.3,13.78,3.61,84686
600269,赣粤高速,路桥,江西,12.47,23.35,23.35,3201786.75,385368.16,2321582.25,183825.77,0.79,0.444,6.08,0.91,20000518,758067.88,3.25,-17.21,45.69,37.62,22.78,104483
300133,华策影视,影视音像,浙江,51.9,11.53,17.47,1016235.81,707904.69,3618.5,284138.59,1.63,0.16,3.54,3.14,20101026,162097.67,0.93,76.19,27.53,28.07,11.9,36834
002109,兴化股份,化工原料,陕西,208.72,2.1,7.02,443917.56,74946.95,337674.44,258106.8,3.68,0.04,4.45,1.88,20070126,-31939.0,-0.45,-11.01,119.44,13.17,1.38,18708
002095,生 意 宝,互联网,浙江,461.47,2.52,2.53,119080.46,102538.93,6581.0,32427.86,1.28,0.064,3.25,12.01,20061215,20993.0,0.83,70.45,-24.77,39.71,7.88,47821
000586,汇源通信,通信设备,四川,1062.27,1.93,1.93,48768.65,40508.26,3320.68,6385.05,0.33,0.014,1.21,16.26,19951220,-3804.78,-0.2,4.05,-83.15,19.22,0.93,10499
601801,皖新传媒,出版业,安徽,35.36,18.2,19.89,1137088.0,925579.38,46201.06,242111.7,1.22,0.39,4.07,4.15,20100118,319457.94,1.61,16.94,3.72,21.14,12.56,14424
002572,索菲亚,家居用品,广东,47.39,2.89,4.62,533816.69,317373.0,116649.76,194157.63,4.21,1.48,8.42,8.09,20110412,131919.72,2.86,41.75,44.66,36.57,14.66,5345
000501,鄂武商Ａ,百货,湖北,14.31,5.07,5.92,1765643.25,393549.53,718789.44,146943.52,2.48,1.29,9.7,2.35,19921120,321257.44,5.43,-2.7,27.6,22.49,5.64,18699
600757,长江传媒,出版业,湖北,19.12,12.13,12.14,1041195.13,821435.13,104137.78,180498.27,1.49,0.336,4.43,1.94,19961003,224225.02,1.85,92.98,18.49,11.01,3.94,43291
600626,申达股份,纺织,上海,39.82,7.1,7.1,519203.59,297491.88,109577.27,14215.2,0.2,0.215,3.4,3.36,19930107,87722.88,1.24,17.57,74.79,10.71,2.39,72564
600312,平高电气,电气设备,河南,19.09,11.37,13.57,1772455.63,1260085.75,263586.41,488644.44,3.6,0.93,6.65,2.58,20010221,233969.0,1.72,31.4,37.85,28.25,13.75,57965
002702,海欣食品,食品,福建,396.33,1.64,2.98,123821.27,77195.21,32447.06,42662.07,1.43,0.044,2.63,6.62,20121011,18220.35,0.61,13.48,133.08,30.74,1.41,51947
002060,粤 水 电,建筑施工,广东,38.84,6.01,6.01,1571635.75,672707.5,594790.19,125164.46,2.08,0.224,4.55,1.91,20060810,75264.24,1.25,-5.43,25.83,12.22,2.13,58912
000407,胜利股份,供气供热,山东,394.33,6.66,8.8,415918.41,153824.44,79029.57,101583.5,1.15,0.022,2.76,4.22,19960703,40031.35,0.45,-12.77,-7.27,12.88,1.11,58342
000581,威孚高科,汽车配件,江苏,13.56,8.36,10.09,1638793.75,947342.63,244888.8,339736.0,3.37,1.298,12.41,1.89,19980924,748311.06,7.42,8.65,1.22,21.51,26.79,43000
300094,国联水产,渔业,广东,81.78,7.46,7.78,283870.09,224551.22,30585.48,57415.32,0.74,0.081,2.29,3.85,20100708,36037.96,0.46,30.48,1989.32,12.3,3.39,28243
000570,苏常柴Ａ,机械基件,江苏,67.38,4.11,5.61,356506.69,197336.19,57121.94,16432.85,0.29,0.098,4.05,2.18,19940701,65005.67,1.16,-18.68,-25.27,15.59,3.12,55425
300158,振东制药,中成药,山西,78.32,2.86,5.2,690507.25,283899.53,100550.3,425431.56,8.18,0.3,9.76,2.11,20110107,28048.55,0.54,27.97,105.02,42.51,5.26,13327
300143,星河生物,种植业,广东,187.07,0.93,2.88,258633.66,100053.71,38315.45,215940.41,7.49,0.13,7.56,3.54,20101209,-31733.55,-1.1,48.71,218.53,40.33,10.44,6486
600958,东方证券,证券,上海,39.94,31.26,62.15,21241108.0,0.0,43721.23,1802878.25,2.9,0.41,6.51,2.28,20150323,711172.56,1.14,-55.44,-68.41,0.0,33.65,171458
600362,江西铜业,铜,江西,78.48,20.75,34.63,8738409.0,5387416.5,1797255.25,1168589.5,3.37,0.227,13.46,1.33,20020111,1652840.63,4.77,8.9,23.59,3.46,0.39,129780
000887,中鼎股份,橡胶,安徽,31.13,11.14,12.34,1091667.5,641160.31,179042.45,238638.95,1.93,0.68,5.4,4.97,19981203,261856.66,2.12,24.76,30.16,31.28,13.42,28678
300354,东华测试,电器仪表,江苏,1900.2,0.73,1.38,37320.3,26371.52,6473.35,10644.82,0.77,0.008,2.46,8.53,20120920,7929.13,0.57,15.47,-21.91,57.37,1.41,9422
000790,泰合健康,中成药,四川,62.54,4.31,4.31,109103.4,75269.5,29328.4,3823.16,0.09,0.191,1.54,7.75,19980327,10668.67,0.25,24.15,320.53,54.74,14.34,31751
600456,宝钛股份,小金属,陕西,280.25,4.3,4.3,693603.38,406339.81,245972.52,237071.52,5.51,0.086,7.96,3.02,20020412,44647.85,1.04,17.2,119.74,20.33,1.47,36497
601939,建设银行,银行,北京,6.5,95.94,2500.11,2096370432.0,0.0,17009500.0,13454301.0,0.54,0.92,6.28,0.96,20070925,78686000.0,3.15,-0.02,1.45,0.0,38.25,426488
600129,太极集团,中成药,重庆,6.22,4.27,4.27,976633.69,517226.84,176929.02,21943.88,0.51,2.179,3.73,4.84,19971118,64576.25,1.51,5.85,358.8,29.75,16.27,53839
000099,中信海直,空运,深圳,84.92,6.06,6.06,489319.44,142076.0,313933.88,103327.21,1.7,0.142,4.68,2.57,20000731,100122.75,1.65,-9.11,-49.28,19.15,7.33,64648
002205,国统股份,其他建材,新疆,263.53,1.16,1.16,214508.3,113741.17,40219.23,52237.48,4.5,0.115,7.88,3.84,20080123,24200.57,2.08,52.86,125.18,23.89,2.22,14386
601968,宝钢包装,广告包装,上海,767.16,3.13,8.33,582845.5,254374.47,290472.97,75259.71,0.9,0.012,2.41,3.77,20150611,36252.0,0.44,21.24,-88.68,11.88,0.25,84035
600356,恒丰纸业,造纸,黑龙江,38.84,2.99,2.99,272207.19,147482.67,90473.88,92567.02,3.1,0.317,6.71,1.84,20010419,61938.16,2.07,-2.48,7.62,27.69,6.96,14740
600316,洪都航空,航空,江西,1404.96,7.17,7.17,1063843.13,621887.06,191016.84,314009.31,4.38,0.015,7.06,3.06,20001215,67672.11,0.94,30.71,-85.88,5.77,0.3,54308
600010,包钢股份,普钢,内蒙,321.75,157.42,325.61,14101466.0,3300623.0,5275052.5,1442332.5,0.44,0.007,1.45,2.13,20010309,-68292.75,-0.02,14.44,117.76,6.49,1.18,491335
601788,光大证券,证券,上海,23.77,39.07,46.11,17763726.0,0.0,85766.68,2350727.5,5.1,0.74,10.24,1.52,20090818,1050681.0,2.28,-44.7,-60.6,0.0,32.88,107156
601328,交通银行,银行,上海,6.91,392.51,742.63,840316608.0,0.0,10732100.0,11339200.0,1.53,0.89,7.67,0.81,20070515,10069800.0,1.36,-0.36,1.03,0.0,34.8,391951
002326,永太科技,化工原料,浙江,78.41,5.32,8.19,399456.34,161634.73,103315.21,61415.3,0.75,0.15,2.45,6.4,20091222,48843.32,0.6,17.61,-5.03,24.61,9.38,98189
000043,中航地产,全国地产,深圳,51.86,6.67,6.67,2173318.5,1244233.38,63703.35,54946.4,0.82,0.242,6.12,2.05,19940928,255182.72,3.83,14.57,-59.77,20.18,2.55,23285
601555,东吴证券,证券,江苏,22.72,28.91,30.0,8015905.0,0.0,78673.25,1176282.25,3.92,0.417,6.63,1.9,20111212,339204.78,1.13,-34.38,-42.78,0.0,37.55,111655
002445,中南文化,影视音像,江苏,72.43,6.35,8.11,633766.88,283951.94,60892.11,225787.22,2.78,0.18,4.42,3.58,20100713,55289.69,0.68,30.38,65.45,40.65,16.37,35218
600812,华北制药,化学制药,河北,190.61,13.79,16.31,1647625.38,669595.44,698438.94,347034.13,2.13,0.033,3.26,1.95,19940114,-1060.31,-0.01,2.28,-13.42,19.36,0.67,82557
002475,立讯精密,元器件,深圳,59.52,18.74,21.2,2006203.75,1413288.25,386034.94,562928.0,2.66,0.321,5.68,4.49,20100915,296361.78,1.4,20.49,4.3,22.36,8.09,13236
002416,爱施德,电器连锁,深圳,70.26,9.71,10.33,1402252.38,1252748.88,2078.71,182817.77,1.77,0.136,5.11,2.5,20100528,186065.09,1.8,2.75,30.89,2.84,0.41,74460
002151,北斗星通,通信设备,北京,237.82,2.43,5.13,541841.63,190777.23,47835.26,354189.34,6.91,0.11,8.49,3.79,20070813,22528.0,0.44,74.75,332.74,32.35,4.75,53380
603888,新华网,互联网,北京,87.42,0.52,2.08,189359.63,126243.7,5494.26,23866.25,1.15,0.774,7.51,12.02,20161028,69659.22,3.36,0.0,0.0,46.39,20.23,46234
600610,中毅达,建筑施工,上海,0.0,3.76,10.71,149591.16,133635.67,1236.21,38262.12,0.36,-0.01,1.07,9.09,19920805,-31210.08,-0.29,-17.64,-318.15,15.22,-14.38,109331
002298,中电鑫龙,软件服务,安徽,66.01,3.92,7.04,609362.5,358454.16,75515.82,290238.06,4.12,0.16,6.49,1.99,20090929,45564.45,0.65,125.35,412.67,34.6,9.33,60010
600889,南京化纤,化纤,江苏,43.81,3.07,3.07,222841.59,72866.05,122003.15,22740.7,0.74,0.296,4.82,2.69,19960308,72584.81,2.36,9.64,-80.15,13.97,5.46,24176
600382,广东明珠,商贸代理,广东,42.76,3.42,4.67,579267.44,347481.63,5786.27,194872.05,4.17,0.5,10.25,1.58,20010118,216863.77,4.65,10.04,12.74,67.28,73.97,22813
600865,百大集团,百货,浙江,53.12,3.76,3.76,207059.34,39743.12,15190.45,23346.42,0.62,0.246,4.54,2.88,19940809,73487.5,1.95,-2.92,-34.27,26.21,8.63,40862
601633,长城汽车,汽车整车,河北,11.47,60.28,91.27,9230916.0,5392803.5,2471495.25,141123.09,0.15,1.156,5.18,2.56,20110928,3218279.0,3.53,29.61,30.92,24.46,10.72,79820
600795,国电电力,火力发电,辽宁,10.11,196.5,196.5,25593970.0,1800148.75,17629602.0,640570.38,0.33,0.24,2.7,1.23,19970318,1959330.38,1.0,-0.27,-3.93,30.32,11.74,831855
600692,亚通股份,水运,上海,125.49,2.55,3.52,254935.52,207666.48,4365.87,6123.2,0.17,0.134,1.8,9.33,19931119,16298.82,0.46,76.87,14.3,17.8,5.1,35954
