code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,1.5813,0.0129,6.951,0.0133,
000002,万科A,-0.787,-0.0645,-5.255,-0.1005,-16.3227
000004,国农科技,-0.8574,-0.0448,-16.2542,-0.1047,-10.58
000005,世纪星源,0.0706,0.0059,0.2318,0.0113,1.1345
000006,深振业A,-1.893,-0.0618,-15.0489,-0.1074,-18.0139
000007,全新好,0.135,0.006,,0.0059,0.5944
000008,神州高铁,0.0109,0.0003,0.0266,0.0046,0.4621
000009,中国宝安,-0.4645,-0.0275,-1.9235,-0.0437,-5.5767
000010,美丽生态,-0.299,-0.0159,,-0.0265,-3.075
000011,深物业A,-0.4319,-0.0165,,-0.0257,-3.4103
000012,南玻A,0.2293,0.0268,2.6092,0.0479,6.0257
000014,沙河股份,-2.195,-0.0452,,-0.0721,-11.958
000016,深康佳A,0.2213,0.0804,29.526,0.1314,13.2072
000017,深中华A,0.221,0.0295,0.2395,0.004,0.4325
000018,神州长城,-0.4569,-0.0228,,-0.0886,-10.9111
000019,深深宝A,-0.1941,-0.0109,-6.7704,-0.0302,-3.1834
000020,深华发A,0.0085,0.0007,2.045,0.002,0.202
000021,深科技,-0.0103,-0.0075,-0.0885,-0.0382,-3.9581
000022,深赤湾A,0.4863,0.046,1.0344,0.1484,17.5977
000023,深天地A,0.0429,0.0115,0.537,0.0186,1.89
000025,特力A,-0.1041,-0.0303,,-0.0392,-4.6386
000026,飞亚达A,0.0005,0.0001,0.0071,0.0004,0.0363
000027,深圳能源,0.3399,0.0504,1.536,0.1893,59.2503
000028,国药一致,0.0327,0.0177,1.77,0.0211,2.2312
000029,深深房A,-0.1911,-0.0098,-18.9628,-0.0182,-1.9554
000030,富奥股份,-0.0543,-0.0011,,0.0,-0.0034
000031,中粮地产,-0.3161,-0.0074,-1.6023,-0.0155,-1.6919
000032,深桑达A,0.5123,0.1184,13.4131,0.2205,22.0457
000033,*ST新都,0.4644,0.0148,,0.0374,8.4019
000034,神州数码,-0.0287,-0.0039,,-0.0024,-0.3031
000035,中国天楹,-0.1004,-0.0006,,-0.0002,-0.0199
000036,华联控股,0.0656,0.0067,3.6028,0.0087,1.2385
000037,*ST南电A,0.3012,0.04,,0.0663,7.9347
000038,深大通,0.0866,0.002,0.0048,0.0011,0.1134
000039,中集集团,-0.1275,-0.0468,-2.1738,-0.0907,-10.4056
000040,东旭蓝天,-0.2619,-0.0075,,-0.0128,-2.0143
000042,中洲控股,-0.2338,-0.0062,,-0.0095,-1.7367
000043,中航地产,-0.5098,-0.0696,-12.964,-0.0908,-12.577
000045,深纺织A,-0.0258,-0.004,-1.4018,-0.0118,-1.1936
000046,泛海控股,1.8538,0.1255,12.9982,0.2246,31.366
000048,康达尔,0.0537,0.0087,,0.0071,0.7452
000049,德赛电池,0.0167,0.0035,,0.0057,0.567
000050,深天马A,0.15,0.0262,3.2372,0.075,7.6868
000055,方大集团,-0.2024,-0.0184,-5.1686,-0.0309,-3.1718
000056,皇庭国际,-0.0071,-0.0001,,-0.0002,-0.0189
000058,深赛格,-0.2691,-0.0257,,,
000059,华锦股份,0.3902,0.0627,3.0583,0.1067,17.8202
000060,中金岭南,0.2645,0.0718,1.7522,0.1523,18.2627
000061,农产品,0.2689,0.0205,4.0238,0.0386,5.3833
000062,深圳华强,0.0608,0.0145,,0.0373,3.728
000063,中兴通讯,-0.2136,-0.0447,-17.3601,-0.074,-9.8354
000065,北方国际,0.0955,0.0214,3.6509,0.032,4.1039
000066,中国长城,0.0518,0.0169,1.5414,0.0576,6.1774
000068,华控赛格,-0.1377,-0.0133,,-0.0297,-5.8658
000069,华侨城A,-0.5927,-0.0126,-10.9872,-0.0247,-2.7318
000070,特发信息,-0.3807,-0.0386,,-0.1041,-12.6339
000078,海王生物,0.019,0.004,0.9416,0.0054,0.5726
000088,盐田港,0.4473,0.0182,0.4642,0.2935,32.5414
000089,深圳机场,0.3342,0.0254,0.7996,0.2867,28.6659
000090,天健集团,-0.248,-0.0204,-26.4023,-0.0438,-5.787
000096,广聚能源,-0.232,-0.0663,-15.188,-0.4466,-44.659
000099,中信海直,-0.1071,-0.005,-1.017,-0.0125,-1.2527
000100,TCL集团,0.0165,0.0081,,0.0107,1.1872
