code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,,-0.0415,-10.2103,-0.0445,
000002,万科A,0.313,0.0235,2.1735,0.0284,3.2317
000004,国农科技,-0.1994,-0.0255,,-0.1038,-12.6529
000005,世纪星源,-1.8159,-0.1334,,-0.2583,-28.4303
000006,深振业A,0.4276,0.0614,3.0363,0.1017,12.8443
000007,全新好,-0.1446,-0.006999999999999999,-0.3292,-0.0612,-6.1193
000008,神州高铁,-0.42,-0.0284,-3.8045,-0.1104,-11.3043
000009,中国宝安,0.0062,0.0007,0.083,0.0012,0.158
000010,美丽生态,2.1928,0.1537,,0.3518,35.5448
000011,深物业A,-0.38,-0.0843,-1.3738,-0.153,-15.94
000012,南玻A,0.2063,0.0569,2.5484,0.1071,15.4261
000014,沙河股份,1.0158,0.1964,71.9317,0.3989,52.4601
000016,深康佳A,-0.1985,-0.1096,-65.8214,-0.1307,-13.2822
000017,深中华A,-0.18,-0.1799,,-0.2605,-26.0532
000018,神州长城,-0.1772,-0.0563,-1.9179,-0.0715,-7.7479
000019,深深宝A,-0.365,-0.045,,-0.4387,-49.5173
000020,深华发A,-0.0805,-0.0518,-16.491,-0.0979,-9.8613
000021,深科技,0.0425,0.0208,0.9472,0.0341,3.4871
000022,深赤湾A,0.4513,0.0618,1.31,0.3676,56.2184
000023,深天地A,0.1856,0.059,5.9665,0.0811,8.5786
000023,深天地A,0.1856,0.059000000000000004,5.9665,0.0811,8.5786
000025,特力A,0.0458,0.0061,0.3154,0.0266,3.1975
000026,飞亚达A,0.17300000000000001,0.07200000000000001,3.1949,0.1948,21.043000000000006
000026,飞亚达A,0.173,0.07200000000000001,3.1949,0.1948,21.043000000000006
000027,深圳能源,0.1533,0.0139,2.1856,0.0219,4.5758
000028,国药一致,0.0111,0.0103,0.3809,0.0178,1.8177
000029,深深房A,-0.1336,-0.0257,-0.7121,-0.0857,-9.6092
000030,富奥股份,0.0465,0.0169,0.3615,0.0462,6.1729
000031,中粮地产,-1.1283,-0.0804,-13.8973,-0.0969,-14.8201
000032,深桑达A,0.0104,0.0038,0.4048,0.017,1.7835
000034,神州数码,0.0205,0.0292,2.5764,0.0346,3.8255
000035,中国天楹,0.1552,0.0127,1.1668,0.0187,3.4496
000036,华联控股,-0.0855,-0.0295,-0.2287,-0.0695,-8.8814
000037,深南电A,-0.075,-0.0215,,-0.0623,-6.875
000038,深大通,-0.0486,-0.0068,-0.2243,-0.0487,-5.8517
000039,中集集团,-0.02,-0.0052,-0.6265,-0.0075,-1.2459
000040,东旭蓝天,-0.4168,-0.0635,-8.8549,-0.1339,-17.8173
000042,中洲控股,-0.5933,-0.0546,-12.8123,-0.0658,-11.401
000043,中航地产,0.6202,0.0775,,0.1016,20.3187
000045,深纺织A,-0.1328,-0.0241,-7.8313,-0.1585,-22.7543
000046,泛海控股,-5.0648,-0.0634,-12.261,-0.0739,-16.6719
000048,康达尔,-0.4393,-0.1263,,-0.1894,-27.8268
000049,德赛电池,0.0,0.0,-0.0013,-0.0001,-0.0063
000050,深天马A,-0.0216,-0.0054,-0.2987,-0.0128,-1.9034
000055,方大集团,0.1538,0.0342,0.9461,0.0532,7.5655
000056,皇庭国际,-0.6319,-0.0149,-1.5792,-0.0276,-14.3404
000058,深赛格,0.1572,0.0125,1.4393,0.0185,2.2353
000059,华锦股份,0.0303,0.0155,0.5437,0.0251,2.5580000000000003
000060,中金岭南,0.122,0.0659,2.1539,0.149,23.63
000061,农产品,0.2992,0.0183,9.9193,0.0283,4.9110000000000005
000062,深圳华强,0.1142,0.0457,1.6801,0.0998,12.7272
000063,中兴通讯,-0.0779,-0.0291,-1.6540000000000001,-0.0414,-4.5207
000063,中兴通讯,-0.0779,-0.0291,-1.654,-0.0414,-4.5207
000065,北方国际,0.3985,0.1582,9.7651,0.2263,25.0352
000066,中国长城,-0.182,-0.0584,-2.3452,-0.1239,-20.8633
000068,华控赛格,-0.8503,-0.0435,,-0.1021,-10.3016
000069,华侨城A,-1.2832,-0.1008,-9.8142,-0.1408,-19.7901
000070,特发信息,-0.1542,-0.0704,-3.0941,-0.1159,-12.3231
000078,海王生物,-0.0736,-0.0314,-2.0978,-0.044,-4.6701
000078,海王生物,-0.0736,-0.0314,-2.0978,-0.044000000000000004,-4.6701
000088,盐田港,0.3646,0.0066,0.3372,0.0299,13.4392
000089,深圳机场,0.295,0.0356,1.4299,0.2373,23.7951
