code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,3.3235,96.6765
000002,万科A,1.8967,0.5531,42.9135,1867.58,33.5729,66.4271
000004,国农科技,1.3206,0.7654,54.1951,274.6439,49.4554,50.5446
000005,世纪星源,0.3688,0.2465,3.151,70.4866,56.9454,43.0546
000006,深振业A,1.8853,0.3185,29.2291,273.8963,26.1142,73.8858
000007,全新好,0.5171,0.4772,32.6665,274.5304,-9.0556,109.0556
000008,神州高铁,6.2554,6.2554,530.6324,1093.7824,93.6204,6.3796
000009,中国宝安,1.8135,1.2077,78.0146,665.5891,34.4789,65.5211
000010,美丽生态,1.2742,0.8611,5.7473,3022.0657,35.4315,64.5685
000011,深物业A,1.3773,0.5446,43.9817,1552.4232,27.3337,72.6663
000012,南玻A,0.3581,0.2754,13.7441,681.0406,46.7371,53.2629
000014,沙河股份,1.6275,0.3179,26.6879,307.1999,28.4239,71.5761
000016,深康佳A,1.3493,0.9409,48.8971,641.3436,36.8962,63.1038
000017,深中华A,0.0546,0.0313,1.051,-18.7884,-965.1051,1065.1051
000018,神州长城,1.4021,1.3469,126.5133,-228.7605,67.3278,32.6722
000019,深深宝A,1.2714,1.006,61.3437,139.8584,64.0486,35.9514
000020,深华发A,2.4228,1.7479,54.897,178.7344,39.1104,60.8896
000021,深科技,2.596,2.2477,152.7733,-846.0622,74.8843,25.1157
000022,深赤湾A,0.5988,0.5794,41.8918,3207.7069,63.5122,36.4878
000023,深天地A,0.8894,0.3666,11.0902,29.6628,27.5316,72.4684
000025,特力A,0.4201,0.3449,15.5761,179.0693,31.3778,68.6222
000026,飞亚达A,1.3748,0.3749,15.2411,266.1446,47.365,52.635
000027,深圳能源,0.8504,0.705,41.179,728.907,51.2292,48.7708
000028,国药一致,1.0428,0.8412,13.8847,755.3276,17.5331,82.4669
000029,深深房A,2.1936,0.6316,49.4461,222.3391,55.4928,44.5072
000030,富奥股份,0.003,0.001,0.0011,-9.9294,-10223.5424,10323.5424
000031,中粮地产,1.6795,0.5636,42.0883,113.1845,37.59,62.41
000032,深桑达A,1.9025,0.9864,48.1791,4653.5528,64.4878,35.5122
000033,*ST新都,1.3677,1.3377,62.5957,-74.5143,61.6301,38.3699
000034,神州数码,0.1461,0.0925,3.6603,17.0644,-650.7716,750.7716
000035,中国天楹,0.0519,0.0519,0.0404,68.0725,-226.2469,326.2469
000036,华联控股,2.5677,1.4084,114.0948,6165.3881,54.5408,45.4592
000037,*ST南电A,0.7593,0.2914,8.8011,216.7704,40.2959,59.7041
000038,深大通,2.1332,0.1969,14.1092,-123.1111,30.7114,69.2886
000039,中集集团,1.5275,0.8624,36.735,1096.9767,45.9945,54.0055
000040,东旭蓝天,1.2438,0.3739,18.5985,-58.7542,34.382,65.618
000042,中洲控股,2.3502,0.8222,76.6922,516.9921,30.8018,69.1982
000043,中航地产,1.3462,0.378,22.6668,1188.4022,34.5734,65.4266
000045,深纺织A,1.1751,1.0507,58.058,2303.7232,76.4364,23.5636
000046,泛海控股,2.8329,0.7718,37.2503,-20447.7045,40.5311,59.4689
000048,康达尔,0.6109,0.2298,14.4461,80.4193,-7.4153,107.4153
000049,德赛电池,1.0546,0.788,14.0463,-192.55,31.9539,68.0461
000050,深天马A,1.1461,0.8926,62.5755,-206.984,35.0473,64.9527
000055,方大集团,1.0722,0.8427,43.3457,367.8074,45.3873,54.6127
000056,皇庭国际,2.0068,0.1134,9.8809,555.7112,13.6774,86.3226
000058,深赛格,2.2626,2.2547,196.8669,2328.3729,84.1907,15.8093
000059,华锦股份,2.719,2.5905,101.8189,376.9362,35.1335,64.8665
000060,中金岭南,1.4056,0.681,33.641,312.9985,46.5579,53.4421
000061,农产品,1.0742,1.0386,69.8476,1050.0353,56.701,43.299
000062,深圳华强,1.6962,1.4368,83.3228,1455.9948,67.5516,32.4484
000063,中兴通讯,1.3851,1.0883,32.3717,429.7099,25.3185,74.6815
000065,北方国际,1.125,0.7913,21.1016,898.3608,19.8782,80.1218
000066,中国长城,0.5852,0.4686,21.6049,610.182,43.5663,56.4337
000068,华控赛格,1.0942,0.7665,41.9651,-3938.7908,50.1622,49.8378
